bench,samples,iter #1,iter #5,iter #10,iter #50,iter #100,iter #200,iter #500,RSD #1,RSD #5,RSD #10,RSD #50,RSD #100,RSD #200,RSD #500
activerecord,6,1101.7606728346436,4716.761636508939,7658.660611513672,17128.7125660092,25390.871188649424,36852.08906847887,57279.65625851599,2.677168916247741,3.8508597800150355,4.931483248503436,4.358719091877614,3.3382996871600383,2.5110484080503346,2.1605978620704507
railsbench,6,18892.39475050029,50222.655696677975,74327.12955967388,209542.46321417062,334411.79015751067,664784.9631175123,1332187.7079351784,3.4124033002902325,2.210365546208959,2.847173424755152,1.2761875274015455,0.864005532135412,2.1311036304614523,7.668974087358932
