bench,samples,iter #1,iter #5,iter #10,iter #50,iter #100,iter #200,iter #500,RSD #1,RSD #5,RSD #10,RSD #50,RSD #100,RSD #200,RSD #500
activerecord,6,167.37275800066223,831.6157443283979,1662.1667654859873,8312.187243973312,16620.087014642195,33251.65863080232,83192.0554737929,0.7724816155587457,0.7589551702747585,0.7704391797585483,0.7421065961639557,0.7548204108799778,0.7915256562604926,0.8616685361224717
railsbench,6,3777.9892714946377,18774.611240655457,37654.934671494026,190200.88324219492,383447.2743855319,773671.6317677322,1968091.4975720055,0.4776096625843029,0.5297669227340254,0.5222402223625464,0.5497513995787803,0.5309018537044435,0.5182107986847072,0.3308715793268564
