bench,samples,iter #1,iter #5,iter #10,iter #50,iter #100,iter #200,iter #500,RSD #1,RSD #5,RSD #10,RSD #50,RSD #100,RSD #200,RSD #500
activerecord,6,139.63752383521447,677.5858680024006,1347.1428546690731,6705.203552832245,13402.68372418844,26815.016659546625,67149.73471214277,0.660638238566566,0.6054132295452961,0.5326129025211371,0.6404250475059011,0.6196306496547249,0.6359248566274986,0.6227016747476924
railsbench,6,3381.2708413339956,16713.81122283977,33455.607341663075,168853.9020431878,340924.11959120363,689260.1034013035,1751216.0961321497,0.9333301673568672,0.9137206154278519,0.9171379124273565,0.9268731800455766,0.9273781332502504,0.9939269915742277,1.0754803800205617
