bench,No JIT (ms),No JIT RSD,MJIT3.0 (ms),MJIT3.0 RSD,MJIT3.1 (ms),MJIT3.1 RSD,YJIT (ms),YJIT RSD,MJIT3.0 spd,MJIT3.0 spd RSD,MJIT3.1 spd,MJIT3.1 spd RSD,YJIT spd,YJIT spd RSD,% in YJIT
activerecord,152.81947294715792,2.684083716971797,165.0688455119962,1.1048981791902157,175.06775236688554,4.57102554480665,109.32337935567678,0.7603777308618649,0.925792341208638,2.9026032085166222,0.8729161760579275,5.300809365652388,1.3978663470507011,2.789709607343348,81.84059029812228
hexapdf,2813.6641316736736,1.388631912652913,2585.992557927966,1.7746556441892987,,,2210.464686155319,1.7288212056814334,1.0880403050843,2.253375522253453,,,1.2728835476523737,2.217458308526204,74.80635158671274
jekyll,8477.507593482733,1.4665245665610602,8046.084276214242,2.675566191636091,8355.900145694613,3.9383645643484657,7553.061000692348,3.5533069839165483,1.0536190403254737,3.0511225393538624,1.014553482649117,4.202548006393596,1.1223936352037467,3.844045372557044,82.12983856196601
liquid-render,171.49384327318973,1.2811783069913212,163.08982035069798,2.259058710326163,160.65241184860812,4.68850054757859,116.87997136415774,2.0860724202563135,1.0515300274684236,2.5970683685659206,1.0674837763083078,4.860396613338246,1.4672645900885273,2.4480841482390225,84.86855935425152
mail,163.91467300904844,1.6954225961736342,154.76457474625292,1.8195944962683208,159.46390853043047,1.4939440902732632,142.01699493040564,0.9676334180170928,1.0591226918550174,2.487042804309188,1.0279107951111623,2.2597182843174397,1.1541905466269977,1.9521199274838592,98.34026842719857
psych-load,2196.5527553111315,0.31353109662258877,1967.5397948672373,0.6826085558662444,2041.2048360332847,1.769917647902328,1712.1397130191326,0.5591748966653639,1.1163955926285838,0.7511698803141422,1.0761059921745715,1.7974732901785972,1.2829284541492239,0.6410759031581856,82.02590894429314
railsbench,3069.0917010729513,0.9868423266200026,2913.028373631338,0.8801559672170729,3302.9006376241646,1.5598725024647302,2542.073326061169,1.620723457474891,1.0535742558686674,1.322320802315611,0.9292110292729253,1.8458223103956566,1.2073183214696541,1.8975253102971101,80.25010797315309
binarytrees,364.945930384976,1.969287192660385,233.002058416605,0.1274529166246995,238.48663144471016,0.41083117183426443,281.0449871508514,2.6431578371338724,1.566277709583393,1.9734072800951057,1.530257390840726,2.011684443178635,1.2985320751837166,3.2961151981049492,84.26576689818066
erubi,425.1418191445421,1.6550987825625172,409.39117308553995,1.3386411753805132,383.51471269769326,0.9299437964703424,441.4719748785909,1.244707670686138,1.0384733406445752,2.128687900201448,1.1085410939101614,1.8984592291207099,0.9630097567608007,2.070905397526608,5.623644773315232
erubi_rails,41.141211455054,3.0702135117280087,50.44881135946949,4.186220879599197,46.07551555631984,7.335155864129662,35.18202538272109,4.867381078367048,0.8155040792121971,5.191402147819941,0.8929083257845599,7.9517748055810165,1.1693815522985676,5.754790141233892,82.85893399029581
