bench,No JIT (ms),No JIT RSD,MJIT3.0 (ms),MJIT3.0 RSD,MJIT3.1 (ms),MJIT3.1 RSD,YJIT (ms),YJIT RSD,MJIT3.0 spd,MJIT3.0 spd RSD,MJIT3.1 spd,MJIT3.1 spd RSD,YJIT spd,YJIT spd RSD,% in YJIT
activerecord,144.823231108192,1.0774631089073057,163.23823450227914,0.301928417617237,171.4800452276812,3.839702044639178,105.68740477753897,1.6796604289594488,0.8871893986709957,1.1189671668199408,0.8445485940705473,3.9880118533753737,1.370297921621123,1.9955415073779939,81.84074658992309
hexapdf,2803.1277146190405,0.7263318598479959,2589.5194597542286,1.6060102683878679,,,2194.261267532905,1.1660796987374809,1.0824895345196925,1.7626193442707703,,,1.2774812899881827,1.3737903167652417,74.80634220295588
jekyll,8392.158999914924,1.0137368557822881,7947.262916217248,2.845597637640272,8347.192533438405,4.168080026877161,7411.3362821439905,2.6567298140274787,1.0559810450953897,3.020776113536926,1.005387016807913,4.289586637803656,1.132340873552589,2.8435674279879213,82.34390903137746
liquid-render,170.03909515183486,1.4022882529247995,158.11091856640613,2.303557252431906,158.5525264796204,4.545367459913049,116.44459793533751,2.583455312864844,1.075441827127321,2.696810775624148,1.0724464562454694,4.756761260556104,1.4602574800958885,2.9394988855008055,84.86940184367761
mail,158.14907925770333,0.1503536676047938,153.34798060897467,1.3454695296360264,160.7070941666978,2.6491616559996753,142.30431903801534,0.2865284648560026,1.031308522157661,1.3538443339399115,0.9840827505328352,2.6534249009499318,1.111344197609738,0.3235811900202951,98.32018461872956
psych-load,2232.8741340587535,1.189628041337001,1942.756258820494,1.8372178450365722,1871.2956544011831,0.2584807455032334,1628.0470031003158,0.1358752785316033,1.149333131174365,2.1887403424929452,1.1932235982096993,1.2173853837348374,1.3715047107403262,1.1973625048628134,82.0259538531783
railsbench,2655.009970689813,1.0520861251696856,2853.5084892064333,2.6811157361161264,2994.7142177571855,0.9507944404178996,2147.3660529901586,1.5117226627216749,0.9304370324225588,2.8801504830866183,0.8865653874239176,1.4180603945897898,1.2364030655103129,1.8417900596324417,81.70868204779923
binarytrees,382.8470246993344,0.08521970540068007,226.44924010488796,4.824740902243918,256.34623136879367,0.17856366015409997,286.3046365409073,0.3013305737250991,1.6906527243015046,4.825493464089868,1.493476313870789,0.19785696580158002,1.3372016231551076,0.31314934591992377,84.2657661465681
erubi,414.50214866548777,0.6891769804265799,399.83031056821346,0.8151082830192714,382.54688292741776,1.0100868469114348,411.5820337086916,0.6611293637300141,1.0366951621962417,1.0674110845389058,1.0835329397890638,1.222800207987136,1.0070948552600403,0.9550167254744555,5.623643074707384
erubi_rails,38.68141763722408,10.144512167674037,47.776608709611146,4.855457987999813,41.79100564443598,6.6996258912732145,32.341771521696856,17.61641235265227,0.8096308775771813,11.246626133793093,0.925591931582869,12.157142518005823,1.1960203729493977,20.32852949179468,82.85867802754768
fannkuchredux,5677.262450009584,0.06255546190761033,3968.924909581741,0.3373938826893667,5657.163965453704,0.03248715810142461,5648.285403847694,0.05199549836852679,1.4304282845723766,0.34314401916787163,1.003552749165238,0.07048830581012318,1.005130237601335,0.08134320909003995,0.012397222426703342
lee,1020.3358753025532,0.999225075383143,921.5867522358894,0.9934023015202041,835.4658895730972,1.2625100286076378,764.1749820113182,0.07762112182258836,1.1071511963763427,1.409006346309372,1.22127771826079,1.6100876757522573,1.3352123523031547,1.0022353964151558,99.93136909419876
nbody,104.59215610760573,0.04057816323674644,60.53664227210182,0.566613003885261,58.54047749661281,0.03228883122086846,73.87419407122121,0.044043035474072234,1.7277495444409012,0.5680641543906347,1.7866638705442317,0.05185707235544415,1.4158145130729916,0.05988636159793335,99.99984116484768
optcarrot,5204.575991133849,0.6697549656329493,2251.5419205029807,0.8957770292709432,2190.292170022925,0.6069221525300096,3218.381613617142,0.5706437664888119,2.3115607769679807,1.1184758379864401,2.3762017060396903,0.9038397054907764,1.6171407297111735,0.8798897784509891,96.12952232767728
rubykon,10651.117686678966,0.3635942118710948,6407.537497455875,0.286345531220867,6882.281989728411,0.41286848860225633,5692.487262313564,0.6971844538248777,1.662279415595775,0.46281153200446845,1.5476142509963156,0.5501464712118711,1.8710832709619618,0.7862995062705149,99.76917496145386
30k_ifelse,2305.644582462264,0.539130350784778,2313.257862115279,0.9538929649454947,3994.5344070729334,9.066287451871032,305.9997638920322,0.08777620055437813,0.9967088495503683,1.095706769035322,0.5771998304432597,9.082303105220142,7.534792031002282,0.5462290696411902,99.99667925281256
30k_methods,5871.327390822654,0.02574883998034036,5818.419777573301,0.3566830690762297,6705.628637224436,0.018884074748411993,737.116835008447,0.025670154421382853,1.00909312412509,0.35761126174377067,0.8755819489062681,0.031931348850882973,7.96526020295734,0.036358762194975996,99.99846039763841
cfunc_itself,92.14975402574055,0.26926734060452273,60.47244383444195,0.10471262142675677,64.46564332145499,0.13142435630238622,38.933295541937696,0.2853642479769176,1.5238304950602453,0.2889111174778419,1.4294397647788917,0.29962854027233227,2.366862417965101,0.39234889414864393,99.99976317736352
fib,209.977568251061,0.02729716524145279,61.722148036425736,0.0408665903196829,62.40895632258121,0.05498159179023449,52.0992122808511,0.018904387653080487,3.4019808922907435,0.04914482103514041,3.364542216756885,0.061384938429611215,4.030340557149605,0.0332040826218271,99.9999518302408
getivar,90.85217709205646,0.08467398514405598,93.00719775272752,0.10804122860289815,90.99343231484771,0.11446346835499513,35.54778231234949,0.3103002057704533,0.9768295281145823,0.1372683169496862,0.9984476327664783,0.14237826150094257,2.555776230814093,0.32164561470873726,98.93437199223109
keyword_args,251.8083531748165,0.06868276306983678,187.88821820847014,0.03994696175636451,188.74868840741163,0.047920471934720675,45.84320008500733,0.3498678251824055,1.3402029971641127,0.07945490353950337,1.3340932607239706,0.0837477974238946,5.492817968812969,0.3565456731482989,99.99991262854927
