bench,No JIT (ms),No JIT RSD,MJIT3.0 (ms),MJIT3.0 RSD,YJIT (ms),YJIT RSD,MJIT3.0 spd,MJIT3.0 spd RSD,YJIT spd,YJIT spd RSD,% in YJIT
activerecord,148.29915003478527,0.7575455367118081,160.70815385521755,0.7527992550758688,107.94504314385863,0.564960846098489,0.9227854746460993,1.0679803175315379,1.373839369698029,0.9450164008186853,81.83928098387427
hexapdf,2805.189458653331,0.8048798563219117,2552.1579075604677,1.287507951087259,2178.1275297515094,1.90643092653809,1.0991441596710325,1.5183900379104482,1.287890364699334,2.0693744129020395,74.80421236835599
jekyll,8475.00321213156,1.7410028847153205,7933.8640581816435,2.006135497037203,7439.998450037092,1.711779828362993,1.068206254856595,2.656251245093313,1.139113572273568,2.441573514227558,82.13080797819795
liquid-render,175.87303604859,1.2922285338373904,159.4440820424453,3.4403972283772686,115.27326972246533,2.102065030665536,1.1030389701247814,3.6750765533100833,1.5257052781796345,2.4674950814156515,84.85723097405145
mail,157.157795662936,0.25048555868251726,148.73697955702102,0.743473810062734,141.6491295232345,0.2908274665519109,1.0566154841317503,0.7845357361890477,1.1094864909646878,0.3838276050644295,98.32709990665397
psych-load,2130.692248418927,0.3791219637916643,1989.849691092968,1.5241910782567099,1631.0621191747487,0.3814982335561364,1.0707805006360045,1.5706342370095592,1.3063219502007508,0.5378423241394269,82.02590333295142
railsbench,2958.624946232885,0.7130011035292275,2932.133119273931,0.9241464163945722,2406.208510044962,1.4607911624136092,1.0090350014413787,1.1672262730802567,1.229579620337059,1.625509579737874,80.24494345149272
binarytrees,361.2834765859272,0.0618882305484146,226.48867680571783,4.811611566915049,276.67553005887873,2.663790595909896,1.5951502816003311,4.812009561913932,1.3058020581330168,2.664509428007042,84.26572420964882
fannkuchredux,5770.268590468913,0.019167362916327264,3971.543766837567,0.5923160411389308,5792.205343861133,0.03573024362928924,1.4529031855699837,0.5926260881801119,0.9962127113784961,0.04054673983163828,0.011955872713804114
lee,1105.0687186419964,1.567087437962439,913.9033383689821,0.20687587574046368,800.4592498143514,1.3288508368561642,1.2091746164470543,1.5806836072355106,1.3805433804385323,2.0546551011868175,99.92591968313889
nbody,114.52279290692373,0.043759634162352186,60.55763712494716,0.9176596814182072,73.63355664877605,0.047943954238176295,1.8911370777335899,0.9187024526377343,1.555307092569015,0.06491169640377027,99.99973019456905
optcarrot,5043.252465408295,0.541023380349109,2202.060850802809,0.5911103941422757,3295.0911166146398,0.43608662584620506,2.2902420991543755,0.8013225294146005,1.530535055610149,0.6948941238248492,96.12698648155728
rubykon,10422.999754548073,0.35899471163391006,6512.839377950877,0.6090774148354894,5529.910541325808,0.35242505167039645,1.6003772164004209,0.7070024754156078,1.8848405732164226,0.5030711878313007,99.62087159288654
30k_ifelse,2335.7587344944477,0.1088158801573849,2183.379942178726,0.4671957752990497,313.23697978492686,0.15730556621060718,1.069790323421066,0.4797007277790044,7.456842216069808,0.1912745067573462,99.98613077511357
30k_methods,6096.9501859508455,0.03175244568715295,6126.544424705207,0.18752766122806808,749.1770185639753,0.027683487801437735,0.9951695055641768,0.19019684942917606,8.138197028036842,0.04212592199546438,99.9964827089322
cfunc_itself,96.88284391830415,0.1326832707557867,61.112681462514665,0.2198042695812463,38.92828431534802,0.253978137599144,1.5853148904573955,0.2567465038994662,2.488751960746103,0.2865479797813677,99.99972614063871
fib,203.9293318861321,0.16520584041860514,60.31944183486756,0.05145262354497107,52.10771459966579,0.1683638089867632,3.3808225952159106,0.1730327777563492,3.913611131343689,0.23587993107712432,99.99993436121298
getivar,94.3214521500204,0.5257235370219973,90.37150683338349,0.17589423464288204,35.48947647523803,0.04589504071680763,1.0437078616374005,0.5543681260313624,2.657730164484986,0.5277230259722583,86.6335928356764
keyword_args,228.90643519946397,0.04662609628477014,188.6859990093702,0.0485065929788306,45.414237413564024,0.08875921634702529,1.213160681774255,0.0672821106771376,5.040411294698867,0.10026061710010911,99.99988243468817
respond_to,225.9852686024542,0.4451960858071004,193.06747499417435,0.6525185608025176,156.5483181453231,0.3417222730301847,1.1704989077485637,0.7899240640781569,1.4435496419237994,0.5612251479601384,99.9997815524022
setivar,65.06674895188053,0.1221439069009627,68.11659673596142,0.10115254031952696,41.988377937103635,0.10978953048745627,0.9552260692661593,0.15859057477077435,1.5496371174268049,0.1642342077573583,88.23513947428748
