bench,No JIT (ms),No JIT RSD,MJIT3.0 (ms),MJIT3.0 RSD,YJIT (ms),YJIT RSD,MJIT3.0 spd,MJIT3.0 spd RSD,YJIT spd,YJIT spd RSD,% in YJIT
activerecord,148.6918253749609,0.7539869862942549,163.3547182334999,1.0932051356443249,106.95893665260009,0.5206479523046713,0.9102389388130203,1.3280037063578622,1.3901767353756347,0.9162808880142268,81.83974398151972
hexapdf,2823.4347643330693,0.5582147000006173,2534.486429952085,1.1340582512212611,2183.377685304731,0.7889807260783153,1.1140066606655483,1.2639983261301433,1.293149959045682,0.9664855081271757,74.80421439942236
jekyll,8492.910171393305,2.160246421724621,7999.382069800049,2.0102173938385497,7447.21292136237,2.302885098449724,1.0616957781597238,2.950870816058385,1.1404145767111542,3.157521873120727,82.13084634186913
liquid-render,172.34813173031696,1.2620176098470235,161.06810870073866,3.3965316287565375,116.48410996767106,2.2298369727758196,1.0700326285604829,3.6234121422641854,1.479584913153823,2.5621985427991376,84.85731839234828
mail,158.83870022210837,0.23023096638749743,149.60137845539464,0.6182317438729923,142.69210347332634,0.3243676836586798,1.061746234306711,0.6597096232555366,1.1131569046622145,0.39776964701422146,98.32706498642553
psych-load,2111.4742532372475,0.2538374505602639,2056.864637788385,1.7355042212189313,1638.646980561316,0.3884925200790427,1.0265499316024902,1.753969313635693,1.2885473676056605,0.4640688412986804,82.02590821814816
railsbench,3018.712543975562,1.0233191257178549,2898.2013560831547,0.9014931216052013,2426.8463405780494,1.7682298132898664,1.0415813717150677,1.3637711983179015,1.2438828505543273,2.0429925858081495,80.24491329522587
binarytrees,362.4407837531813,0.07422860314996128,230.42134018977742,0.12038561494464194,292.71793990569597,0.12911838695548825,1.5729479893427893,0.14143048402375646,1.2381912221367357,0.148934359284826,84.26572420964882
fannkuchredux,5670.6058592535555,0.5194869198957426,3938.026364147663,0.11909701677474491,5760.0262698717415,0.3766850006349843,1.4399613752918303,0.5329641257602706,0.9844756939589137,0.6416839172413032,0.011951139353888598
lee,1120.9784295409918,1.447843071004399,919.4028888984272,0.26021095838684793,802.4559073771039,1.272016944334852,1.2192461466855735,1.4710402105721145,1.3969346094105108,1.9272458755774842,99.92599530134426
nbody,111.17131879881902,0.028645370189995953,60.47649037305124,0.9130229907493559,73.42981457526126,0.05036543168771764,1.8382567856212395,0.913472243075957,1.513980655430839,0.05794164255880274,99.99973019456905
optcarrot,4971.050672605634,0.603246682725482,2196.042666770518,0.49223190650790505,3101.7466600984335,0.4835084593227298,2.2636402961678423,0.7785877021914136,1.6026617313897191,0.7731021862961831,96.12698648155728
rubykon,10386.90512990579,0.4639993045581911,6576.099939271808,0.5629085778382305,5546.398247592151,0.7178834270985072,1.579493198982004,0.7294939490046125,1.8727297727701109,0.8547818256919029,99.61983218862491
30k_ifelse,2278.5171315073967,0.24408263275946232,2189.2543450929224,0.7627166808505227,324.8550447348792,0.21649750472339171,1.0407731457126264,0.8008202462865364,7.013950278552518,0.32626293256550853,99.98613077511357
30k_methods,6474.02998059988,0.0374269962786361,5929.366146586835,0.231945380779407,756.3455585280763,0.041722418091114044,1.0918586945969888,0.23494561012146012,8.559619221138796,0.05604944443802063,99.9964827089322
cfunc_itself,92.34030437678243,0.08285205415813209,59.33187497261376,0.10820282750796546,38.630868673075256,0.2541368404373605,1.5563355181241887,0.13628028015432234,2.390324306663632,0.2673013216310508,99.99972614063871
fib,197.36508907669264,0.03029713087796329,60.01121126335822,0.06278096876704418,52.22663573231598,0.06816179064589654,3.28880362388553,0.06970915419631064,3.779012113441,0.07459186177788744,99.99993436121298
getivar,97.1969947057339,0.21597864841587677,90.42737015769026,0.1542394190863408,35.479087907827854,0.040784010340204874,1.0748625613709493,0.2653988978342615,2.739557312133975,0.21979561431243083,86.6335928356764
keyword_args,247.13824983213988,0.06905823380465935,184.5686777842918,0.059117034042793615,45.92075756589222,0.049093579170764186,1.3390042817610368,0.09090579393105709,5.38184174068815,0.08473027305523739,99.99988243468817
respond_to,228.12631017026993,0.3637228657879368,189.70862935141972,0.7243293663870675,154.2579984680439,0.3286445226690863,1.20250887347715,0.8105228893175566,1.4788621169457776,0.49020561540784197,99.9997815524022
setivar,67.03920163227097,0.04633879429606732,68.57331589868305,0.08702146608231912,42.00373990602646,0.06014675235401412,0.9776281160345414,0.0985901588188672,1.5960293483926788,0.07592704179374002,88.23513947428748
