bench,No JIT (ms),No JIT RSD,MJIT3.0 (ms),MJIT3.0 RSD,YJIT (ms),YJIT RSD,MJIT3.0 spd,MJIT3.0 spd RSD,YJIT spd,YJIT spd RSD,% in YJIT
activerecord,149.64888838209933,1.8523702370353092,160.6288848687773,0.3612830253684305,110.5749382915204,1.183870608122468,0.9316436984814539,1.8872734087761671,1.3533707609907424,2.1983687388221544,81.83934993242076
hexapdf,2873.25731292367,0.568798772109538,2782.9161818139255,2.2509548431917894,2211.231638956815,1.9514149424449707,1.0324627567657676,2.3217083686892916,1.2993922763691896,2.03262203096169,74.78374633944432
jekyll,8460.265587363392,1.7653041707040138,8275.639352481812,1.6839055602007036,7457.9311019741,2.067079496103524,1.0223096037681019,2.4396386516818085,1.1343984640893205,2.7182929309249553,82.13082712989784
liquid-render,179.11646674916733,1.5775763017887308,162.49365065312756,2.1279929375516518,117.24092006706488,2.373819073371739,1.10229824998839,2.6489811117173176,1.527764083109447,2.8502217424384497,84.85722919767286
mail,157.0213309560831,0.17859411665596597,154.52515885640844,1.0904755561068122,141.2626852331157,0.3718883460234109,1.0161538232230145,1.1050035280353572,1.111555614966274,0.41254914908669127,98.32825520457668
psych-load,2165.3686651028693,0.5161577882461991,2157.5745972804725,1.6931028914511446,1838.4127037599683,1.3600017206663155,1.0036124210176653,1.7700328424657648,1.1778468788179077,1.4546558158487344,82.02586272588235
railsbench,3019.0250295214355,1.1956639172269028,3206.146489456296,0.6195974715338921,2502.419157139957,1.534113097428831,0.9416366468125439,1.3466674532673515,1.2064425821339673,1.9450231871782568,80.24491529375153
binarytrees,344.06724781254115,1.9298348780167878,252.12676487053218,3.1334440560666965,275.51882850035787,2.645373135327068,1.3646597495875563,3.680045422125898,1.248797585578055,3.2744864760020365,84.26572375981583
fannkuchredux,5638.4310017339885,0.049745860322512166,4033.228486403823,1.8909961850900252,5381.926933396608,0.0175809691804224,1.3979944406178249,1.8916503965173521,1.0476602658326128,0.05276117034856081,0.014523984423683682
lee,1111.7227796465158,1.244969451003599,858.6131974921694,3.7379611013321394,820.2453153207898,1.2842061426374687,1.2947888326124346,3.9398352921162045,1.3553540128561807,1.788612409305048,99.9284511743503
nbody,107.6866614007899,0.08509096647853324,59.0260933170578,0.7150440925206885,72.76471710219136,0.043566934396467215,1.824390796496603,0.720089249208031,1.4799296374581363,0.0955957653296261,99.9997285342982
optcarrot,5127.59749526158,0.6981251969706691,4235.127934254706,0.5991619227673423,3278.283438272774,0.5457942193744845,1.2107302482620115,0.9199857609439366,1.5641104839803455,0.886154682066251,96.12698648155728
rubykon,10285.63498808071,0.5163275209963525,8034.70362117514,0.553568157152276,5560.235901270062,1.7052081601946014,1.2801511384904516,0.7569886482314023,1.8498558641605978,1.7816646650064363,99.84769198236467
30k_ifelse,2348.026675824076,6.405426513966995,2293.9114013686776,3.976620683525749,313.0652799995409,0.3204834604463588,1.0235908302400476,7.539429745443361,7.50011842842336,6.413438896118917,99.98613077511357
30k_methods,6130.389950238168,1.8243662177773252,6182.090621814132,0.21565738190456468,751.997827552259,0.053282208023532486,0.9916370246347518,1.837068371873261,8.15213784618566,1.8251441286262862,99.99648265168032
cfunc_itself,88.9609813083743,0.10679528593789207,58.659585048867896,0.39584503457945813,39.624527546417234,0.32626873350051944,1.5165634266635715,0.4099982006055252,2.2450988520724446,0.343302373365797,99.99972614063871
fib,194.86411440596785,0.08736129731083067,62.664432062825085,0.05164143982922151,52.08662265592957,0.04604609843483109,3.1096446260073685,0.10148317385392741,3.741154723991006,0.09875342752989136,99.999934304919
getivar,83.85903406969585,0.1936943939771194,97.40162422709471,0.19217792960192556,35.487890717783095,0.08447246247112873,0.8609613518782405,0.2728550437214716,2.363032357616955,0.21131283722031607,86.6335927469904
keyword_args,244.71955941731318,0.06038100237205074,186.98838123686843,0.021764755827596502,46.14383572018442,0.07914778456232979,1.3087420608626665,0.06418387682033934,5.303407391212321,0.09955017452811707,99.99988243468817
respond_to,242.6526683369932,0.5900203661508012,202.0884445460325,0.08918033159286493,157.2238892648306,0.747755740371687,1.2007251027246184,0.5967220156955321,1.5433574978435045,0.9525033751811777,99.9997806439587
setivar,65.005065395103,0.09341716896756916,73.01940017549151,0.08956546720409309,41.94137225032369,0.12199859420708131,0.8902437604098743,0.12941692460185739,1.5499031602286526,0.15365683989468046,88.06802746419477
