bench,No JIT (ms),No JIT RSD,MJIT3.0 (ms),MJIT3.0 RSD,MJIT (ms),MJIT RSD,YJIT (ms),YJIT RSD,MJIT3.0 spd,MJIT3.0 spd RSD,MJIT spd,MJIT spd RSD,YJIT spd,YJIT spd RSD,% in YJIT
activerecord,146.36015323327578,1.101460680335414,164.3993597021921,0.6543075492380143,173.19032571655003,4.372657110583096,107.89969713090265,0.47554761146646274,0.890272039370505,1.2811455808434924,0.8450827298102923,4.509251139275552,1.3564463768208113,1.199733787594736,81.84036010975157
hexapdf,2812.988882511854,0.9971326871884558,2531.9183164586625,1.286142722472954,,,2110.8714232842126,1.8198436395734592,1.1110109138300792,1.6274018245134827,,,1.3326197187961584,2.0751155313272673,80.58390194240631
liquid-render,170.55433491477743,1.2363581224738271,158.5240574204363,2.2049145516638298,162.18842011876404,5.013037048352764,122.76269348803908,2.2914173062624204,1.0758892857658477,2.527890343180636,1.0515814556297383,5.163247220031635,1.3893010170178024,2.603684827018419,85.0032391021484
mail,158.0532054403718,0.44577283187498296,147.81871990261362,0.7022523399110322,158.39517979659664,1.6532733399522963,141.63410111369802,0.6074267049101096,1.069236734998794,0.8317882943083305,0.9978410052839741,1.712316020550781,1.1159262084312112,0.7534458304853742,99.0249157628584
psych-load,2274.4183691839376,0.39409551450884234,2074.173261721929,3.1821402291262717,1894.4198333968718,0.4804308801301174,1718.8963666558266,0.4489620374042386,1.096542131343343,3.2064509527481917,1.2005883432426343,0.6213896564464108,1.3231852794062848,0.5973928235141045,82.02586448230575
railsbench,2784.3286138027906,1.1632142999498927,2922.039687757691,1.1528328518710491,3099.99207953612,1.7865974615653124,2165.3425997744002,1.4549712850153498,0.9528715935885947,1.637709098698867,0.8981728154026236,2.131900090829666,1.2858605442357622,1.8627960027408093,81.8048432044958
binarytrees,392.1055850737235,0.07218983611592625,233.23529570856516,0.13839176523570823,243.98129794965772,0.10314626428704281,290.06651497500786,3.3472703672141555,1.681158865267424,0.1560886066421879,1.607113284374072,0.12589886526421423,1.3517781778689875,3.3480487277918214,84.26576668813644
erubi,397.3899156719978,0.9572231990146269,395.7640008468713,1.5688481237123624,367.15961107984185,0.7687923262847797,355.91401662012294,0.8112722908827664,1.004108293886375,1.837814105944232,1.082335593785075,1.2277287541171946,1.116533480321297,1.254766505245485,99.99901438374445
erubi_rails,26.485339316803685,3.0932323949052436,27.70105096880699,2.7789883736135805,28.533869880200992,5.614171644482425,20.54609663192355,4.298247295428742,0.9561131578230636,4.15822835226382,0.9282070545636456,6.409914968437704,1.289069149789358,5.295565735740774,83.8621498752649
fannkuchredux,5448.137544343869,0.07818615605314863,3968.046732619405,0.08072177314155053,5482.25691827635,0.06482329158492754,5469.3057636419935,0.07279484781564838,1.3730023639987274,0.11237917804239031,0.9937764000408781,0.10156344879075271,0.996129633227156,0.10682773453963496,0.01944271726993458
lee,1026.5818861899552,0.4440171538421426,921.1801716850864,0.6965796082152,836.865189174811,0.5709135077701055,765.1987713934095,0.7997547802928222,1.1144203031553108,0.8260595520223214,1.226699233603221,0.7232520074361656,1.341588518654536,0.914745287775399,99.94199224768447
nbody,103.21892091445082,0.1894894896027811,60.56190102901473,0.5942786774802211,57.92335560409564,0.07056509957320517,74.08025893912198,0.04920705320173884,1.7043540437246092,0.6237574954880808,1.781991389103024,0.20220212646680763,1.3933390945524982,0.1957743618422015,99.99984052258955
optcarrot,5187.487791230281,0.45535580458429886,2219.9874682972827,0.6305534469416468,2147.7100440611443,0.6637880928059188,3039.1218669712543,0.5329487732308855,2.3367194028392664,0.7777831048683215,2.415357606383944,0.8049618257529565,1.706903513020377,0.7009873776730363,96.12826842305093
rubykon,10811.391279101372,0.4897526040126583,6457.732378318906,0.6074959348193464,6969.261931007107,0.7022079296592271,5648.583887269099,0.7208309334967606,1.6741776595449163,0.7803261651125196,1.5512964480499947,0.8561270873027425,1.9140003043007505,0.8714670664018184,99.62152785993395
30k_ifelse,2339.4587004497166,0.1994233353480832,2197.4233192421734,2.1675107188811142,4281.520562006101,4.199133164294369,319.8966975774496,0.11648590228524272,1.064637241246956,2.176665427470625,0.5464083767832161,4.2038659586335765,7.313169276726637,0.23095157958446869,99.99659819343614
30k_methods,6053.601401571471,0.02769566348107082,5905.233221271863,0.6613285363630468,7198.313931289774,1.1123371128641146,740.0258117570327,0.03221591186938135,1.0251248637844066,0.6619082132620401,0.8409749087571127,1.1126818513980226,8.180257101030694,0.042484288310297325,99.99846000768957
cfunc_itself,87.90077771810653,0.24713163455915685,59.33254987218426,0.10198299535037465,63.79351520784272,0.12744837285746932,39.215983794007485,0.26858690085208314,1.4814933439986095,0.2673472949938248,1.377895189373419,0.278059584520831,2.241452826475782,0.3649835175856677,99.99976226244854
fib,204.72940438312745,0.29096426762499944,63.38026913918808,0.06785361759680722,62.65909615271863,0.024962892608588947,52.1266373706004,0.08216682876482108,3.230175686593023,0.29877134811679323,3.267353296704787,0.29203313346594806,3.9275390608371668,0.30234350130905696,99.99995160084613
