bench,No JIT (ms),No JIT RSD,MJIT3.0 (ms),MJIT3.0 RSD,YJIT (ms),YJIT RSD,MJIT3.0 spd,MJIT3.0 spd RSD,YJIT spd,YJIT spd RSD,% in YJIT
activerecord,152.66935433663258,1.1814580816421558,153.8573367438706,0.9472342117083233,122.34034633313838,1.9617009779792771,0.9922786756070289,1.514297147361855,1.2479068346014561,2.2900030405399936,74.97232734015262
jekyll,8418.922755896347,1.8557673848785803,8346.702922304394,1.6269396077546523,7734.606742602773,2.8338848756322896,1.0086524983893896,2.467955646696258,1.0884745709855308,3.387443885161276,66.43714639436666
liquid-render,187.40239377210358,1.2980674413611817,165.24998440883365,3.2643178315986656,155.65643586930545,2.639805034978648,1.1340539271003147,3.512940362148919,1.2039488937640404,2.9416916400296933,66.65950680114588
psych-load,2125.784231792204,0.6615723575668626,1895.9393735043705,1.1749111635382083,1852.2233348921873,0.9853667557353973,1.1212300675326967,1.3483672446716004,1.1476932569343428,1.1868553524356198,63.01709742354391
railsbench,3183.4664255031385,1.2430350526570777,3096.327509888215,0.9874268485169818,2841.8664596043527,1.299884298662806,1.0281426675106695,1.5874973774171601,1.1202026804406366,1.798564797844181,68.96774487129906
binarytrees,386.04429887657585,0.19143742996019827,253.56302330560604,0.24744140138962878,318.1164325796999,1.8231494011043747,1.522478687325388,0.31285066199614986,1.2135314599941565,1.83317266735488,82.94819770524278
fannkuchredux,5638.475203391863,0.05678969130820515,3961.5743252972607,0.7916998895572362,5829.547897307202,0.014273440355465773,1.423291535232972,0.7937340764789058,0.9672234112694057,0.05855595732683627,2.026655482161421e-06
lee,1133.7125466030557,1.204358612916218,872.01080023526,1.3483544894582542,1018.7169148062821,1.260084834868089,1.3001129645380436,1.8079102571056191,1.11288281378801,1.743070124685182,51.50199130758891
nbody,113.75759966378325,0.03307822699235413,69.85555869939093,0.38961623488129976,112.20089033088983,0.033265702490241376,1.6284688259858568,0.3910178762972837,1.013874304636109,0.046912429729517924,7.40173219365351
optcarrot,5181.619209097698,0.574678475641897,2722.2556926019024,0.35700579636316543,3249.555807787692,0.4266298806139561,1.9034285512486753,0.6765415648746147,1.5945623080790727,0.7157292822001716,95.97412108840436
30k_ifelse,2390.8322985982522,1.3414992545536781,2446.453255205415,3.715576740325256,343.847410184632,0.3276326619333758,0.9772646558895757,3.9503329939657155,6.953178147581432,1.380928459817388,99.98460348616089
30k_methods,6223.4573771071155,0.5104068821289836,6296.508989302674,0.2624144919281958,767.0788534040398,0.029970322765902724,0.9883980770424264,0.5739133653249097,8.113191166057426,0.511286031073921,99.99645530612948
cfunc_itself,96.24763613453868,0.1503450359416384,59.25569041160046,0.16124692962589954,41.116290993498446,0.27080978040129505,1.6242766807033324,0.22046360730531545,2.3408637746473273,0.30974435748418433,99.99972454288785
fib,207.6591775189261,0.03948619949853556,62.614003728380496,0.052246194069842024,62.99756464866661,0.04127026698577532,3.3164973512914373,0.06548911929184684,3.2963048441162455,0.057117378160375376,99.99992503288816
getivar,93.23777015769582,0.2303377715942552,91.09196483872698,0.10384996489429414,36.29661557720568,0.05552187085668625,1.0235564719980281,0.2526663892003711,2.568773112175485,0.23693494289874975,86.56708100044824
respond_to,232.24222416726437,0.1710742672148213,200.33032521282115,0.4231573728616907,159.5179100529941,0.13177655199053714,1.1592963966915222,0.45643024342203264,1.4559006201254157,0.21594319752565216,99.9997805178741
setivar,69.14481343888578,0.04952025638230459,72.98897244255849,0.09676244928959492,44.733721663956004,0.21112701290224187,0.9473323315149007,0.10869787203386554,1.5456977614853562,0.21685679922288023,88.60742758935312
