bench,No JIT (ms),No JIT RSD,MJIT (ms),MJIT RSD,YJIT (ms),YJIT RSD,MJIT spd,MJIT spd RSD,YJIT spd,YJIT spd RSD,% in YJIT
activerecord,169.67528433281373,2.2362149993768683,202.50360789570087,5.25462545836248,105.71744616955836,0.48151764084676846,0.8378877102288701,5.710669508132054,1.60498849036397,2.2874695105912832,85.54477663556155
hexapdf,3223.165263980627,0.9368302115543458,,,2387.6898881047964,1.6839114254403296,,,1.3499095004079362,1.9269687423540225,82.67248807659176
liquid-render,209.2682201553274,1.0020455094556315,205.17831168792867,1.3523216744842967,145.69270305887417,1.7851248901513324,1.0199334346488795,1.683112923811177,1.436367201387996,2.0471360669134824,85.69810873045826
mail,205.86005112626285,2.2656043044690706,218.10625141886908,3.1634604838032523,187.76444538940336,2.600991200960098,0.9438521353104747,3.8910724867333797,1.096373973780452,3.4493648823951104,99.36435156099652
psych-load,2808.428159976999,0.257282087671374,2344.926634182533,0.14301565590263612,2234.310615559419,0.054316263009128805,1.197661418927952,0.2943595598410247,1.2569551164549402,0.2629530928964659,88.44695015383408
railsbench,3121.328424538175,0.579842336343207,3480.4206586132445,0.50763162572133,2427.023579801122,0.30259392543142755,0.8968250480911271,0.7706536202785459,1.2860725583860815,0.6540490950409985,86.19185708558086
binarytrees,486.0593227786012,0.114464795772056,308.2463357714005,0.3001019464140883,369.1692403808702,0.1576386287470238,1.5768535303500546,0.3211905473588269,1.3166300699298135,0.194813055887896,84.26576355219399
chunky_png,1007.2882063686848,0.2585989484201609,799.2903621674611,0.5830918559099985,666.3524814206978,0.20856142849917628,1.2602281399180009,0.637863252235602,1.5116447142525746,0.3322217415847886,99.95455719516923
discourse,599.1567170398461,16.32799059955057,620.0704897779066,14.275986527691586,682.4811499666523,22.656797432083245,0.9662719431373822,21.688869688341146,0.877909546760555,27.927293941545173,73.52805761964235
erubi,502.39340425964366,0.5754587923135913,473.3607742063543,0.8373115460968902,442.2675652944661,0.6876463440719932,1.0613329866674441,1.015993822263788,1.135949012958129,0.8966662233889459,99.99951283729325
erubi_rails,32.18508526682854,39.40517844551552,34.72445338003097,42.743675162516524,25.247801657645933,55.113017810985184,0.9268708974217359,58.13596008256553,1.2747678274429786,67.75110936772099,86.29190344946036
fannkuchredux,9010.408199205995,0.12112209760340874,4088.8772835334144,0.05353337646066891,7066.574229300022,0.29975928935660623,2.203638694536615,0.13242501622854108,1.275074442980629,0.32330510989377703,0.01728219572603564
lee,1261.0877258259625,0.15376101638450662,1050.4119130117554,0.10471951708000755,925.7542335738739,0.16529546443069568,1.2005649500015232,0.18603394157267783,1.3622273386291022,0.22575438139924528,99.97064311549288
nbody,124.92579925995673,0.14911994860399283,72.66263589670841,0.098036409877886,89.49560649611436,0.465931363191637,1.7192577411799594,0.17845979024251465,1.395887509465402,0.48921242244783053,99.99983340896156
optcarrot,6105.253916233778,0.44883559176187315,2537.169605741898,0.6195002154792048,3406.9793278972306,0.6312190022667137,2.4063247101876466,0.7650058205079305,1.791984432145618,0.7745261888760226,96.12826885989196
rubykon,13773.82286079228,1.7803624536575544,11593.503539388379,1.2431564942737023,8082.386621708672,3.855630604668468,1.1880638854334558,2.171434672203709,1.7041776773950463,4.246831504315857,99.82798972982415
30k_ifelse,2283.3199300210586,0.02966938823825126,3493.752212551507,3.7863579343387945,355.1734155551954,0.17576203135969357,0.653543752135054,3.7864741752095408,6.428746719266272,0.1782486024240246,99.996282726013
30k_methods,6429.094090549784,0.04516579341412533,10139.114377512173,16.714588385238905,877.2233566269279,0.06573440195491193,0.6340883287409256,16.71464940813471,7.328913488202979,0.07975562986458935,99.9983146950422
cfunc_itself,108.07252626165474,0.17111387296301442,68.6331595242912,0.17384753776061287,44.9074972634537,0.9805198522473936,1.5746401158088146,0.24393221170200208,2.406558656066669,0.9953387052514602,99.99976053806121
fib,246.74921699916013,1.0583753993841962,86.13326353952289,0.07998143574663417,62.49097645631991,0.5860056709592333,2.864737812772384,1.0613931957977447,3.9485575516912186,1.2097773069528284,99.99995116528339
getivar,110.91903056411606,1.6859315444846907,26.09026123063145,69.58665967958633,42.62140807096805,0.6998320890110337,4.251357607485003,69.60707988800604,2.602425297151774,1.825412316573459,99.20788346765738
keyword_args,288.58148501717676,0.07309178992097436,222.4909392648569,0.349515954314095,52.64322457096264,0.645284551559126,1.297048257204059,0.3570767593584668,5.481835266914003,0.6494109347976167,99.99991117374748
respond_to,271.7500201345069,0.4660922263110644,230.43828965752448,0.4618614292131942,194.31741383758563,0.2508097658583633,1.179274592509689,0.6561691422357949,1.3984851628461923,0.5292896202246284,99.99981645038778
setivar,79.08497738234614,0.5386727431953015,10.724303759975161,101.6297868372393,53.854535862346566,0.5850982446574946,7.374369390533685,101.63121440240177,1.4684924141671032,0.7953038917060775,99.55265741068206
str_concat,134.6056726976083,0.8069564352566653,103.84506842073722,1.1538847629317104,110.92616652066891,1.4534440695098207,1.296216322495372,1.4080584982620978,1.2134708781496308,1.6624314577134942,99.68338153348411
