bench,No JIT (ms),No JIT RSD,MJIT3.0 (ms),MJIT3.0 RSD,MJIT (ms),MJIT RSD,YJIT (ms),YJIT RSD,MJIT3.0 spd,MJIT3.0 spd RSD,MJIT spd,MJIT spd RSD,YJIT spd,YJIT spd RSD,% in YJIT
activerecord,157.72698240486977,0.11088715204428251,172.26450660271072,0.5219020297697295,184.88695592583855,3.590010620408154,121.47366428554383,0.2605112351317748,0.9156092889676428,0.5335519554516275,0.8530995689503205,3.5917227363943107,1.298445908687718,0.28312905912035,81.84047935089772
hexapdf,3011.4137079566717,1.0079038695089648,2798.5573809593916,1.7000690444951236,,,2338.072353353103,1.69021638324693,1.0760593041420181,1.9763868462984941,,,1.2879899561867316,1.967918095950001,75.07882587945043
liquid-render,195.18179367146183,1.5561724062713533,181.26243879237484,2.381132004121127,186.14497687066756,3.661577582037618,146.50801301242845,1.1192397107290408,1.0767911707015636,2.8445495564483085,1.0485471966674287,3.9785453305600056,1.3322260650337556,1.9168646504417575,84.8691291392738
mail,179.7980180777171,0.31103731601852697,167.33780830605502,0.8464527032327378,180.18749186440425,1.2260036034657886,164.41714937579545,0.7554908739273852,1.074461413698408,0.901790657950069,0.9978385081968939,1.264843487419336,1.0935478370736547,0.8170132633828984,98.32721761525616
psych-load,2624.540065601468,0.06598778407141784,2084.0127620846033,0.4601838612498602,2000.7587586839993,0.15307132921467667,1959.155595799287,0.07542299603983266,1.2593685189222086,0.4648909267790528,1.311772373460837,0.16668899026091674,1.3396281904453438,0.10021484909074442,82.02608521971236
railsbench,2954.8429607103267,1.163930067481619,3245.304107045134,1.1981042339231893,3869.2815455297628,1.7962660478153898,2264.908471827706,1.6611483072670656,0.9104980190595223,1.6703852721250985,0.7636670854629588,2.1403983079142272,1.3046191479542952,2.0283359930553924,81.71979542448874
binarytrees,392.7533062471246,0.05371662521962603,241.7175337587568,0.1663989445300082,257.04351857050574,0.06623808393376605,305.3562146272849,0.06084871958171958,1.624844090288904,0.17485446681651146,1.5279642467989107,0.0852816486015743,1.2862135677392905,0.08116675735620162,84.26576681913272
erubi,453.62088680267334,0.934733424972185,473.2258800789714,1.3274241829329052,430.161519870162,0.7146873179778295,462.64154836535454,0.7494276952804587,0.9585715952960426,1.623509019745601,1.054536181989482,1.1766497092332,0.9805018343152408,1.1980686316791753,5.623643074707384
erubi_rails,43.17878691085671,6.7832467345624305,52.98037121012326,5.535378961007993,46.24190697893767,6.299526721726366,36.55699463928365,8.112683563631961,0.8149959300890345,8.755161706326263,0.9337587857378772,9.257238960926546,1.1811361228381003,10.574879236453533,82.87589973610442
fannkuchredux,5731.436124692361,0.039317849321449355,3965.304234996438,0.09571956376949119,5671.966240803401,0.19535081575949495,5664.420284579198,0.07118993274834577,1.4453963138839734,0.10348008583049148,1.0104848797337933,0.19926824757889633,1.01183101478109,0.08132588640757744,0.017919745083799586
lee,1053.6031298196087,0.2370158992458106,952.5969427508803,1.45490683632723,859.3485146187819,0.2976807039845443,785.5835372868639,0.8164357887103333,1.1060324493348108,1.474086306458007,1.226048700726504,0.3805132560372032,1.3411726185841324,0.8501434782331533,99.92808640032861
nbody,106.15797176583503,0.06305981552064333,61.01486518165883,0.7395018985231461,58.98894176194801,0.07274941721464977,74.75105658239495,0.03677743201992198,1.7398706274245166,0.7421856898733867,1.7996249567289972,0.09627573961579702,1.420153461627951,0.07300082081372476,99.99984100759006
optcarrot,5416.412105038762,0.5678825418085905,2296.524778008461,1.0613609819459162,2244.5669357975326,1.1087976387980816,3309.5922814061246,0.8919879951754497,2.3585254367409254,1.2037349024133948,2.413121221138464,1.2457619295415903,1.6365798698133074,1.057418159872481,96.12952232767728
rubykon,11093.883203963438,0.3228560179447869,6741.3536339998245,0.4423781057075107,7198.205202197035,0.35251048611445673,6070.712088917692,0.555655325795023,1.6456462316428195,0.5476626669150728,1.5412012984260806,0.4780163712089945,1.8274434763947591,0.6426420849956355,99.62153961420982
30k_ifelse,4160.905001389366,1.1731125899564014,4085.7629809705986,0.8429679926772948,6394.633199635243,1.7266712730054143,314.10035245593576,0.11163867872614833,1.0183911844051503,1.4445719730745865,0.6506870482620815,2.08748337328381,13.247056136217125,1.1784126371105903,99.9966395385615
30k_methods,8395.33973341951,0.3329062018701862,8426.121294999924,1.2580923458639468,8708.685887046158,0.7957373138996239,759.6177345571609,0.05859741934808257,0.9963468883840209,1.3013926732408945,0.964019123241919,0.8625684969762237,11.052058623030693,0.3380239589110337,99.99846085399636
cfunc_itself,90.49496817553114,0.1307251834439435,59.832207423573486,0.32321649844178285,65.39986610873612,0.07518345862926314,39.13621889973829,0.19391047701551278,1.512479182572775,0.3486516577494214,1.3837179425577266,0.15080326932102897,2.312307389923565,0.23385967305808922,99.99976303330243
fib,206.6994371870168,0.03041607173197474,60.13048240822538,0.04857786164772403,63.13694075391903,0.04627561221762557,52.280159399652604,0.06622730319832949,3.4375150324545194,0.05731444897990427,3.273827251032694,0.05537661695806896,3.9536879680667214,0.07287793293259694,99.99995185730837
getivar,99.9315694523694,0.03703313523527709,92.36394153778866,0.1703982648593734,101.49058608295228,0.059995592979653255,35.596179827174325,0.05408444984969076,1.081932708680309,0.174376092892459,0.9846388055212468,0.07050478198203679,2.807367811308816,0.06554830906208059,98.93620862567381
keyword_args,238.9650990060249,0.06356798111758129,185.77800566807042,0.04500143829194087,194.20170039371695,0.03888599662376319,46.6757248264066,0.21343837589027484,1.2862938115127787,0.07788464336253029,1.2304995194251975,0.07451851418800896,5.119686944225692,0.22270345423015653,99.99991255766672
respond_to,228.93922521469702,1.1636322513226172,190.02137906166888,0.5626853469496144,194.38200249187364,0.4867273341106576,152.4673923281313,0.21356789801516504,1.2048077239792996,1.2925381294143512,1.177779950200215,1.2613260934780546,1.5015618862424536,1.1830685793227536,99.99982507770228
setivar,67.07640381947753,0.04504632025201164,69.42552879874437,0.04368847610262079,66.89003608589778,0.07566802241743864,39.45231553659124,0.04059797075453176,0.9661633837017412,0.06275232196832291,1.0027861807899225,0.08806145913402065,1.700189276780611,0.06064129119364635,98.30766294168644
