bench,No JIT (ms),No JIT RSD,MJIT3.0 (ms),MJIT3.0 RSD,YJIT (ms),YJIT RSD,MJIT3.0 spd,MJIT3.0 spd RSD,YJIT spd,YJIT spd RSD,% in YJIT
activerecord,142.61113951793155,1.7793875637125791,152.48151183830666,1.0328878384267932,108.32679001348359,0.5260094965753488,0.9352683994185356,2.057444382884981,1.3164900344612864,1.8555069637116532,80.96472085116227
hexapdf,2805.791303422302,1.549183119507198,2696.7493903823197,2.08386669706788,2218.5528120025992,1.8357795281853526,1.0404345740946004,2.5966264168945536,1.2646943936798267,2.402093839522197,71.99811170318532
jekyll,8404.14472417906,1.8370163524490473,8257.349353004247,1.9620944678408754,7471.844473481178,1.80139744158962,1.0177775415450243,2.687832543127821,1.124775114632909,2.5728703468559835,78.42015015887574
liquid-render,175.00675212414492,1.2709799015628902,161.71911888216673,1.9362186985784875,125.72305586189032,2.0105752753507153,1.0821648877005072,2.3161029249370126,1.3920020550279488,2.378613639923142,71.6986560042418
mail,155.15412539713273,0.22127095915964956,148.65356563560425,0.5351999578867732,138.60332748310557,0.27868213590925145,1.0437295919121332,0.5791371446293486,1.11941125956045,0.3558434631159799,98.29803823910821
psych-load,2245.9438927471638,0.44716907919260285,1960.6350602582097,2.5030241034418625,1668.856356665492,0.14928884186515637,1.1455185813373039,2.5426540951920495,1.3457982071235528,0.4714311653798463,82.02190240026171
railsbench,2922.8304180316627,0.9713708134916141,3084.9455983377993,1.2006345524566708,2412.3355370014906,1.8171235217319632,0.947449582127644,1.5443719065873318,1.2116185220505071,2.0604609073056768,79.8744696836443
binarytrees,371.5429538860917,0.07478270103158002,263.1725299905873,0.4495015102230685,293.104834017991,2.6962529757951836,1.4117847098227936,0.4556797779871277,1.2676111437428088,2.697289854994817,84.26572288630045
fannkuchredux,5511.86125325039,0.1975235607646912,3952.361664082855,0.09185883831994894,5541.998764965683,0.0432511900180935,1.3945741108005147,0.21783847969230136,0.9945619779084379,0.20220341860399862,0.011909350137685591
lee,1106.523549836129,0.7896147856765916,868.83472572439,1.2671583186838549,783.0685372464359,0.901479534867228,1.273571966076248,1.4930444448738902,1.413060922773226,1.1983976224707404,99.9232318190719
nbody,109.48091647399299,0.050962163124093074,57.70985743154334,1.079833922600325,75.44536292334669,0.02620107945447003,1.8970921320306775,1.0810358192348168,1.4511285018964888,0.057303042108304544,99.9997299397616
optcarrot,4906.274355668575,0.5672497867813742,4221.361908316612,0.5483888679938697,3126.8295826390386,0.45846520778701605,1.162249165607573,0.788988384669326,1.5690891447712632,0.7293577087785569,96.12698646238215
30k_ifelse,2316.8087125755847,0.09085811085404658,2268.329611327499,0.5006861374377758,319.023086601552,0.2087885896050346,1.0213721590574811,0.5088632473762725,7.262197658657829,0.2277012768019226,99.98613058876983
30k_methods,6257.498262450099,0.017797564280765014,5889.917111583054,0.20438313521667223,749.6362658327116,0.02391653114985871,1.0624085439409943,0.2051565725374756,8.347379319354486,0.029811973375979735,99.99648257534763
cfunc_itself,89.03294068349655,0.1570144706920344,57.211029758143916,0.18119507961470252,39.315548682499504,0.23165498133144435,1.5562198593501602,0.2397607158883167,2.264573271061271,0.2798527726901621,99.99972588328735
fib,192.94113720311447,0.050101925383746554,62.79631334606534,0.03538515740954381,51.985338938732944,0.01519752784508076,3.072491471590564,0.06133769063191652,3.7114529046449856,0.052356162767724986,99.99993416418417
getivar,87.27870047177103,0.07843203294377107,90.23294108041193,0.1592743329226671,36.26537567536243,0.06707982874542205,0.9672598435419698,0.17753843786530676,2.4066674850707663,0.10320507359722166,86.63359264804205
keyword_args,234.2061924405004,0.02804469354126895,186.72927736890378,0.08052242250938965,45.7630614298603,0.20864754654868398,1.2542553355347745,0.08526643749215956,5.117799926900899,0.21052387873257733,99.99988212652251
respond_to,229.5567778368982,0.31941352676964546,204.23634098419413,0.08980390280249421,171.36447939360252,0.3697920545513669,1.1239761578702765,0.3317977426716205,1.3395820338568258,0.4886421642600484,99.99978097769235
setivar,70.89086109942896,0.02473306102413179,73.00306950117263,0.08651452327957196,42.23930030678883,0.03385303829135778,0.9710668549120425,0.08998048147190048,1.678315232130755,0.04192555913973675,88.06802703590806
