bench,No JIT (ms),No JIT RSD,MJIT3.0 (ms),MJIT3.0 RSD,MJIT3.1 (ms),MJIT3.1 RSD,YJIT (ms),YJIT RSD,MJIT3.0 spd,MJIT3.0 spd RSD,MJIT3.1 spd,MJIT3.1 spd RSD,YJIT spd,YJIT spd RSD,% in YJIT
activerecord,141.73307820762457,0.6823571059694988,160.8414435661153,0.3651065795532899,178.50227388308235,5.727995099306619,105.32365928551084,1.3077817864547034,0.8811975014969569,0.7738953640513506,0.7940127322997502,5.7684953911525065,1.3456907894114774,1.4750947159588519,81.84078365053682
hexapdf,2788.3457392454147,1.444711340361455,2564.7531551619372,1.1728390638619908,,,2169.0277252346277,2.1282234090805536,1.0871789878232394,1.8608445197516268,,,1.2855279380736335,2.572260821908899,74.80634661048056
jekyll,8481.217858195305,1.7693703435615311,8022.154347846906,2.6068759870253166,8347.152924910188,4.1734605311234665,7465.255483239889,3.090602366143029,1.0572244674488978,3.1506307026378493,1.0160611569586835,4.533039181114633,1.1360921106097888,3.5612489941429173,82.34383355721589
liquid-render,169.21965135582562,1.3288583682528643,158.4960244403317,1.9090093571611022,157.15716814558053,3.5587263746440394,119.36097246348515,3.0954046163971904,1.0676586491892168,2.3259796406254956,1.076754266780063,3.7987363652223585,1.417713410533692,3.368589363827046,84.86940754309485
mail,159.03370614562715,0.23112356349265037,148.8251071024154,0.752258430059736,161.93511237257295,4.4388329608702835,143.30213668623142,1.6155189413113644,1.0685946023622654,0.7869630532607487,0.9820829084907147,4.444846021642369,1.1097790292816145,1.631967999483241,98.31739093047572
psych-load,2330.3511989613376,3.405887966616005,1933.3740420639515,1.1528870495717622,1840.184549614787,0.6090657405155835,1755.571537092328,2.4701883753704337,1.2053286887381593,3.595722652014472,1.266368201737787,3.4599181951903866,1.327403156023474,4.2073630044191495,82.02595550824904
railsbench,2678.037202730775,1.159371833438988,2988.6157958457866,1.165958621420927,2987.5979927678904,1.190185928242931,2135.790454223752,1.5998169663611446,0.8960794513812315,1.6442635296805281,0.8963847241876342,1.6615310987035927,1.253885744003899,1.9757422337007065,81.70867524187692
binarytrees,380.2802229603363,0.4528012079643419,233.19681062428063,1.111326017073631,256.900921875481,0.21578302822169637,344.6721092169715,0.49761540306271135,1.6307265178383243,1.200031020498515,1.480260250465963,0.5015887251548748,1.1033101106563556,0.6727927045526222,84.26576572719785
erubi,430.22278187951696,3.738202250819962,406.6894913557917,1.0151246575223567,382.0204993632312,1.2440872082020893,414.1118028977265,0.8157616328013982,1.057865499413992,3.873581564695045,1.126177214564746,3.9397854065478617,1.0389049016933465,3.826176042681026,5.623646521882042
erubi_rails,39.63116122331549,8.036458728086268,50.70532859674284,5.205188725473436,41.429125847151646,7.423472470051255,33.167559269268615,16.734431825871454,0.7815975622305952,9.574897313080163,0.9566014346894608,10.940411893609985,1.194877226315405,18.564101848001517,82.85866655063771
fannkuchredux,5685.313115268946,0.08675428632378462,4000.3774527460337,0.19373638478944952,5659.590439622601,0.02935979389477165,5684.3891728669405,0.07306974172557462,1.4211941704066697,0.21227362762914012,1.0045449712166912,0.09158768308616981,1.000162540314167,0.1134261581443689,0.010678451507005216
lee,1024.5406541228294,0.9684757596642197,927.1870515495539,0.8749708810109477,834.3842170387506,1.1753369078667784,746.4707996696234,1.6320457007674922,1.1049988806579796,1.3051893884315262,1.2279003284109908,1.5229452203053881,1.3725127018716279,1.8977667049589741,99.93119098037668
nbody,104.98572533125402,0.10305009719625394,60.60530656069255,0.5862377328890981,58.534943566949835,0.03260076987172462,73.5943363351294,0.04730996374910834,1.7322860206328166,0.5952260091722361,1.7935564456669495,0.10808391521584758,1.4265462610217237,0.11339116015853848,99.99984116484768
optcarrot,5271.121109897892,0.4844053242152518,2214.4896811495223,0.6078538164169023,2137.3238002260528,0.685275296719142,3085.486172760526,0.5786872848558102,2.3802870497737874,0.7772610759974259,2.466224869315728,0.8391964909492838,1.708359984378708,0.7546704524372694,96.12952232767728
rubykon,10623.782469828924,0.3561710636702042,6510.6774885207415,0.6827141566332141,6908.150537560384,0.48841929042082183,5628.548349440098,0.6657485366273576,1.6317476159063595,0.7700366525454262,1.5378620387709034,0.604492539119503,1.8874817822051275,0.7550357214181543,99.75155887182801
30k_ifelse,2429.9251306802034,3.2614564131950123,2392.1892601938453,5.084248670536079,4248.70184174506,9.904211328348403,310.89821190107614,0.10087349993495656,1.01577461746622,6.040420720365326,0.5719217825090229,10.427391810599412,7.815822149062004,3.2630159972271056,99.99667925281256
