bench,No JIT (ms),No JIT RSD,MJIT3.0 (ms),MJIT3.0 RSD,MJIT (ms),MJIT RSD,YJIT (ms),YJIT RSD,MJIT3.0 spd,MJIT3.0 spd RSD,MJIT spd,MJIT spd RSD,YJIT spd,YJIT spd RSD,% in YJIT
activerecord,158.18170556190256,0.3701210073511476,170.05556468001294,3.0227621177649135,177.14379050612794,3.365868242883054,113.29857764948655,0.5217031134764135,0.9301765917483914,3.0453374822303774,0.892956536099585,3.3861569054802065,1.3961490853951548,0.6396590487858449,81.84035573733213
hexapdf,3246.127857360989,0.8903318671504312,3123.2138838463775,1.8578621066485321,,,2401.3816569000483,1.5825302726828934,1.0393549651371419,2.060180196241119,,,1.351775070003419,1.8157898825638845,82.09405397628805
liquid-render,196.02921977487023,1.126278801405462,197.35389749756922,2.4910428083351355,186.0694621957449,1.5636306445866175,129.25157717465623,1.9343681438083784,0.9932878056147064,2.7338248318891103,1.0535270939228474,1.9270300286154562,1.5166485706397075,2.2383663807062493,84.9874822761176
mail,184.28163330994363,0.3857480382222381,175.1654056954335,0.6363782992257954,179.78412623433243,1.5667549763019641,163.2490813594739,0.3669892328888499,1.0520435389528962,0.7441632137628286,1.0250161522588992,1.613543524284137,1.128837184107371,0.5324308838231041,99.03059238439302
psych-load,2464.776742318645,0.05700429434387451,2446.3255108799785,0.07765367422216284,2189.948100782931,0.07846599627736496,1925.0347950651,0.023965018028815455,1.0075424269405706,0.09633059064411928,1.1254955044082826,0.09698660807267433,1.2803803591691922,0.061836976500832676,82.02557110780324
railsbench,2874.5491567843906,0.8445733459689643,3224.7890178114176,1.0444705342921718,3145.414509080971,1.2204390942592274,2220.921062755709,1.5227735867998486,0.8913913874388204,1.343213621776442,0.9138856416174789,1.4841750973242662,1.2943049642735445,1.7413051235715375,81.80511853524881
binarytrees,453.627985684822,0.2799074932308076,263.9571622231354,0.29095012926201524,299.10311887351173,0.3561885577582808,348.0905693365882,0.15831568506441968,1.7185666865949594,0.40373281076020806,1.5166274005877471,0.453010478294574,1.3031895306712082,0.32157745708331475,84.26576501937177
discourse,590.7131601467399,13.356791686215463,589.1446435673381,1.5099842112257258,584.4884590889492,7.054479172819807,616.7504482231486,14.26537436520792,1.0026623624546669,13.441872505983143,1.010649827145421,15.105282537864129,0.9577831063578116,19.54238444838515,70.85039414307448
erubi,460.6970486008019,0.6854056627097688,461.3567170405683,0.8199020812757548,418.06770438173163,0.6413952184502958,412.10275136108976,0.7795081389225503,0.9985701553366386,1.0686535197878366,1.1019675611683843,0.9387058904286901,1.1179179150811667,1.0379854821340784,99.99947348285828
erubi_rails,28.108308348600985,2.54154782326191,30.449491258574806,2.9757963860603396,29.370340498765774,3.760082855774777,20.63636214879807,3.5113944038560048,0.9231125771497241,3.913416597963617,0.9570303875020508,4.538467629081291,1.3620767141963588,4.334669075876337,83.80061695365848
fannkuchredux,6766.312173800543,0.2011170562267391,2320.573805194969,0.08032965724946818,3727.385454593847,0.1260670481186146,6822.302147280425,0.045984636072174685,2.915792705516666,0.2165662119055656,1.815297144936096,0.23736253058697032,0.9917930967771339,0.20630719100409387,0.013179137186134986
