bench,No JIT (ms),No JIT RSD,MJIT3.0 (ms),MJIT3.0 RSD,MJIT3.1 (ms),MJIT3.1 RSD,YJIT (ms),YJIT RSD,MJIT3.0 spd,MJIT3.0 spd RSD,MJIT3.1 spd,MJIT3.1 spd RSD,YJIT spd,YJIT spd RSD,% in YJIT
activerecord,147.00508850316206,0.705289190843508,159.2944741869966,0.6166208139527877,164.1634733726581,0.6440346875837258,109.60255526006222,1.8565427899985703,0.9228511488138127,0.9368319331238066,0.8954798864998076,0.9550986972725686,1.341256033259006,1.9859969722576027,80.68276616313184
hexapdf,2793.9516734952726,0.7021621009203814,2557.3609966163835,1.4378166786527455,,,2173.0994490906596,1.2578700693654579,1.0925136017918158,1.6001088767271232,,,1.285698947033653,1.4405793027023488,74.77175521036135
jekyll,8360.982209195694,1.2426615490571875,8057.143985231717,2.619196963866373,8385.060103485981,3.8987002822170065,7463.697143830359,3.139355889260516,1.037710412587996,2.8990344014916474,0.9971284768393875,4.091952054467914,1.1202199189053441,3.3763535248756007,82.12985004727811
liquid-render,171.68357142557701,1.2603550465117022,169.03621957947811,2.0243733366022734,171.4326722547412,1.6856083423385102,117.43764840066433,2.6207834268197345,1.0156614473080674,2.384655582933044,1.0014635434864072,2.104701956816854,1.4619125447730426,2.9080922635914606,84.8665053882284
mail,161.30905815710625,1.2231017864080578,148.95591692378125,0.44299104221991176,162.35459527621666,0.35938447472730367,152.4486813073357,1.3373819577407673,1.0829315242283792,1.3008531982516958,0.9935601630657166,1.274807899485096,1.0581203902440328,1.812337849520643,88.54358516654729
psych-load,2205.5331022168198,0.49749023173777795,2027.0569665978353,0.8922160403633057,2079.1024715950093,1.5242093612595982,1732.209176942706,0.4310350889627432,1.088046926435686,1.0215409895623786,1.0608101968753938,1.6033436024838532,1.273248711284116,0.6582459863847465,82.02590670374299
railsbench,2941.5769594411054,1.126907836725411,2958.9556365584335,1.0390361556993022,3328.671968790392,0.840833732756552,2543.460980926951,1.499800080154502,0.9941267530669905,1.5328135585659237,0.8837088745966298,1.4060308099805148,1.1565252942740498,1.8759854884578924,79.89739256181653
binarytrees,369.509238936007,2.0599022586074573,235.23104563355446,0.3756551825335027,243.13223858674368,0.5681575320765755,288.05474024266005,2.6221514128743104,1.5708353374053892,2.0938753857812036,1.5197870964535831,2.1368201366215755,1.2827743734566872,3.3344977653396093,84.26574976530833
erubi,417.51524979869527,1.0624505763855818,447.7393625924985,0.9381336127228694,396.1852606385946,0.9540914206077847,418.8946372518937,0.9467816066908158,0.9324961901522357,1.4173552492521124,1.0538384217669272,1.4279676698509094,0.9967070777934811,1.4230940369596443,5.623814590197552
erubi_rails,41.76200622071823,2.5269804867704533,47.223845620950065,3.891644549160853,40.743511045972504,3.4481746341324784,33.19869519521793,4.895925841977802,0.8843414946746991,4.640099964174481,1.0249977272110034,4.274989905016535,1.2579411924217367,5.509602547431592,80.90780800208891
fannkuchredux,5419.627206710477,0.029918571178675663,3939.9182891473174,0.36020879467888817,5433.313197518389,0.03564456962039307,5492.699083375434,0.06988916616269802,1.3755684278120905,0.3614491619375966,0.997481096651273,0.04653661187491555,0.9866965447122124,0.07602378869992403,0.019842170315610096
lee,1032.016057272752,0.19829468999314745,917.2667229548097,0.909153784434798,844.4896077116331,0.08998137727630581,897.2548252592484,1.1703390422023663,1.1250992011879577,0.9305274782786341,1.222058919196497,0.21775544157613913,1.1501928194975897,1.1870190637823095,63.67721308108078
nbody,104.8140861093998,0.057431821178178584,59.44137138624986,2.090250642267074,58.16126509259144,0.03944064694659012,74.66877133895953,0.3072574899024266,1.7633187738606864,2.0910394930707925,1.8021287181862033,0.06967050104174542,1.403720514344549,0.3125789167314105,99.99957824378096
optcarrot,5555.392394649486,0.5206292489069665,2203.145225159824,0.6947523520671398,2185.7799821843705,0.8649442027976771,3078.199046229323,0.6349798224862456,2.5215733993416065,0.868179500748696,2.541606401344053,1.0095460805583574,1.8047541147329738,0.8211298251690143,96.12952234796322
rubykon,10434.33095999062,0.7120059149407809,6556.474168784916,0.5614531063145923,6799.228283390403,0.520326541317864,5661.773966252804,0.3919250843581335,1.5914545976049153,0.9067425287814415,1.5346345974998785,0.8818685460489387,1.8429437526444548,0.8127470053219442,99.70106905666381
30k_ifelse,2338.326963223517,3.7327787569399202,2193.154455473026,0.24103409973105375,4277.737980832656,5.261278161767482,313.7048279866576,0.18354703683132234,1.066193471867981,3.7405527245976753,0.5466269728769981,6.450944515631285,7.453908115570889,3.7372886914167456,99.99206440146635
30k_methods,6374.351861079534,0.03379789701380652,5939.364489540458,0.23022555746142498,6911.6775667915745,2.3460392776845143,741.8783900638422,0.06780709001103205,1.0732380328409061,0.23269315664836338,0.9222582794814213,2.346282717466298,8.592178915645448,0.07576344302049685,99.99798263735951
cfunc_itself,90.38561855753262,0.1378730499877394,59.96524138996998,0.07092837898552433,64.0071810533603,0.1653687589753309,39.32607086996237,0.305959403378236,1.5073001702724884,0.15504777605124123,1.4121168448612296,0.21530398128683728,2.2983638222187617,0.3355892346731162,99.99966628746199
fib,201.95463771621385,0.03959039389874062,60.949608869850636,0.05568532381967764,62.4613631516695,0.049027429036236775,52.090211460987724,0.0654381728918411,3.3134689698741093,0.06832462643849432,3.2332729791026966,0.06301656993966484,3.877017045082743,0.07648237548925849,99.99993575730937
getivar,89.84903997431199,0.04989028575858982,93.42808562020461,0.08712763373899061,89.86910500874122,0.06268081311060908,35.46281779805819,0.019984822200649777,0.9616919727924017,0.10040052377368082,0.9997767304522809,0.08011195257438712,2.533612542747006,0.053744150672099505,80.8169906653688
keyword_args,247.26714671899876,0.06301462247724264,184.90101353575787,0.06637354128404109,188.3917035534978,0.04200769804421146,45.2626371756196,0.09139927225066716,1.337294706992939,0.09152207181075896,1.3125161143244402,0.07573301354708566,5.46294166996057,0.11101652856174611,99.99986742882328
respond_to,231.12428225576878,0.5256112345410606,190.5019190783302,0.45435942612754776,205.34668993204832,0.3742175880454922,151.28935190538564,0.5017247125945561,1.2132386034428113,0.6947730982030985,1.1255320567000644,0.645217771824648,1.5276969551717747,0.7266325461358497,99.99975352476021
setivar,66.33710842579603,0.3943578335037535,68.26746923228104,0.20603917202995006,66.3764104867975,0.34235231519801085,39.801848183075585,0.34744127346687226,0.9717235628009451,0.44493846906798423,0.9994078911361246,0.5222290767155849,1.6666841228243185,0.5255792417457676,75.58128424755662
