bench,No JIT (ms),No JIT RSD,YJIT (ms),YJIT RSD,YJIT spd,YJIT spd RSD,% in YJIT
activerecord,150.13971159537437,0.3969748566827304,99.07229055691822,0.7694103052903691,1.5154561457233826,0.8657836073322788,86.77964428674919
hexapdf,3248.68947789073,0.9254161546762141,2343.647151440382,2.526962495577145,1.386168338477965,2.691084263524497,86.65503700317724
liquid-render,191.16265937096654,2.0905624596844277,112.45469755287898,1.8307479613840043,1.6999081721870901,2.7788647854750854,86.26790271853267
mail,180.10323031211462,1.8069006227877213,157.45558897693326,0.10959312358246809,1.143835106027892,1.8102211227823017,98.3573800877036
psych-load,2556.6897620757422,0.017058314455013962,1906.7095895608265,0.026098360878977673,1.3408910177373294,0.031178687153494623,91.54665127110968
railsbench,2781.84300288558,0.6540864683280863,2127.586946884791,1.7420834535122514,1.3075108431919784,1.8608288118607474,85.28596442299569
binarytrees,473.4122127207906,0.32922014055654364,232.44198125808737,3.769126570645663,2.0366898017236683,3.7834773696290567,99.9999343419103
chunky_png,974.3488738613744,0.034995264301199015,627.1341905718849,0.06317115651786444,1.553652931875495,0.07221678156298092,99.99210167934041
erubi,341.2273515627455,0.5458012551655221,302.2554292162852,0.9685847504454058,1.1289370465487094,1.1117802970621706,99.9996141171873
erubi_rails,25.955868199970887,2.8357219391226955,18.896868997594204,4.138717031339536,1.373553904791073,5.017000855244269,84.77952950037097
etanni,479.50773495363023,0.5952644510047954,480.2056753599062,0.5075486102825156,0.9985465802632323,0.7822693643686639,7.025762953343827
fannkuchredux,5499.738010267417,0.11563116512048524,2298.713174959024,0.33520907558439794,2.392529033277696,0.35459228798899095,99.99999745418658
lee,1254.7073044947215,1.3013895932502508,949.4660205784298,0.06924630267389197,1.3214873173979769,1.3032305720224866,99.97061197258957
nbody,127.90908398809003,0.3136937699651137,81.76948157612418,0.0795842900956673,1.564264338266737,0.3236316432998433,99.99985325003206
optcarrot,6322.08098222812,0.4382259382976645,3060.5313611527286,0.38525777305575637,2.0656808364959707,0.5834942370724403,96.70398679582767
rubykon,12514.164970318476,0.44064694851075775,6946.065521985292,0.44748494011535833,1.8016191944503477,0.6280226945436671,99.89334588761037
30k_ifelse,2291.251616352903,0.017353875946837957,355.0010292923876,0.1841471097204366,6.454211191781564,0.1849630098932453,99.99997109482844
30k_methods,6243.298101859788,0.01542688413244091,811.7581349797547,0.04556799081017435,7.691081656995648,0.04810852877101825,99.999977507847
cfunc_itself,103.77100567248735,0.25298073421213824,40.708386539366124,0.28377919644371774,2.5491308915458477,0.38017086187233584,99.99974721963922
fib,245.37329142627542,0.07768358751933015,61.0392721472708,0.043471435776455236,4.019924923650103,0.08901969163246914,99.99994850272233
getivar,116.00055719590243,0.6467093082003404,46.84094731376764,0.05574306014040767,2.476477608765337,0.649107246968311,99.99992766995312
keyword_args,283.79256337958094,0.11607438625710913,56.2604961084149,0.17339909862156894,5.0442598805511425,0.20866363015086542,99.99990782942434
respond_to,263.39508624820235,0.28827277245007005,28.12760742121069,0.3458053474522351,9.364290474616737,0.4502027650543818,99.99979207632119
setivar,88.28077528406592,0.7123025722794349,47.019459894474814,0.1180056332786818,1.8775369917517846,0.7220112768935139,99.99983122523237
str_concat,85.35117209323793,0.932513008083037,49.72633054017728,1.4471242275228078,1.716418065963603,1.7215542512879336,99.9017821046703
