bench,No JIT (ms),No JIT RSD,MJIT3.0 (ms),MJIT3.0 RSD,MJIT3.1 (ms),MJIT3.1 RSD,YJIT (ms),YJIT RSD,MJIT3.0 spd,MJIT3.0 spd RSD,MJIT3.1 spd,MJIT3.1 spd RSD,YJIT spd,YJIT spd RSD,% in YJIT
activerecord,143.15072278726228,0.8126258977793077,163.5437638842486,0.7215875518400611,175.65250154684253,4.3825907885674615,105.78908595968696,1.767737241658169,0.875305296804714,1.0867609878497473,0.8149654660573521,4.457293222324283,1.353170995747262,1.9455733872786338,81.84080754828936
hexapdf,2797.2843443353972,0.9456829936888823,2623.621697599689,1.5971290667993847,,,2151.426718508204,1.3526514105568765,1.0661919540056364,1.8561081812674174,,,1.3001996862226524,1.650449079200529,74.80634753000335
jekyll,8465.439377600947,1.6387778476712926,8084.40117277205,2.767788256510554,8395.24716536204,3.997684516674932,7463.322914391756,2.8347855082951847,1.0471325206018003,3.2165578911152655,1.0083609464803507,4.320540976414948,1.134272156612275,3.274385699953282,82.34391649401739
liquid-render,171.4303189267715,1.1878663789897481,159.17315314812907,2.3646893099957818,158.12030330771344,4.351178724702505,118.75610736509164,2.6848497901126436,1.0770052332081133,2.6462770201062744,1.0841765120647144,4.510408277377773,1.4435494959408162,2.935889120829007,84.8694293013512
mail,165.09110713377595,2.274419930968669,149.0070244489128,0.8433305488005263,161.34804198244478,1.877249526040839,144.74528107573005,1.47945368172977,1.1079417748549,2.4257354424849638,1.0231987020439852,2.9490764326154855,1.1405629662455183,2.713258045002594,98.31942444182256
psych-load,2388.3155771841607,1.3004279977913384,2002.2192192574341,0.8724844486221174,1871.8392595648766,0.21307296949595045,1683.0791076024373,0.7169547951136896,1.192834208269122,1.565995558910379,1.2759191607827176,1.317768214736344,1.419015640082622,1.4849704224920113,82.02577024840586
railsbench,2712.37416913112,1.0864113249212548,2943.5043505082526,0.951373017798073,3157.1923788636923,1.5990242698766002,2095.832728346189,1.3564607733879446,0.9214778869488597,1.4440914742187798,0.8591095643361881,1.9331756729722083,1.2941749274387182,1.737893954376209,81.6567141904431
binarytrees,379.0541691170342,0.13556369744915264,227.1007744102985,4.837578195294277,257.3997397189853,0.10952029197317348,285.2175149253045,0.18949169852811953,1.6691011737027566,4.839477276695565,1.4726284087577726,0.17427624743485431,1.3290003217940685,0.23299060040516043,84.26576595243854
erubi,420.3711019865438,1.0469600762527913,411.6809204878176,1.491787564209455,396.59618553431596,1.777817684612212,409.19675678014755,1.194312468783598,1.0211090217356413,1.8225135220341244,1.0599474158335562,2.063191973856814,1.0273080004209318,1.5882404334228568,5.62364142394756
erubi_rails,42.715249598751335,7.041202061736478,50.43534916081784,4.9649384723655245,45.741771235311994,14.786441100942008,36.146270295592565,17.319439636013517,0.8469307798891161,8.61563349432747,0.9338346208547292,16.377343096663424,1.1817332535124585,18.69602941214305,82.8588862109596
fannkuchredux,5671.971646820505,0.07822888033775893,3962.856189534068,0.13429311175618794,5679.121261710922,0.04506378149138571,5675.710972771049,0.043830316295157136,1.4312837447395197,0.1554168510299298,0.9987410702182712,0.0902801313756397,0.9993411704774111,0.08967081100019628,0.014120756405390063
lee,1025.0873035536363,1.0006462707465993,908.2321745271867,0.8247783175762551,853.3595766012485,1.1205740759102563,769.093935449536,0.23534497825529282,1.1286621772536112,1.2967467880442172,1.2012372412065067,1.5023246049909458,1.3328505873011103,1.0279495211094078,99.93109761908259
nbody,107.47056439757868,0.07872373300413371,60.59661403884867,0.614546263924936,58.55402062068701,0.049052440077635075,74.82899418073562,0.07649181804156996,1.7735407514465904,0.6195680242251075,1.8354087944493698,0.09275542041129516,1.4362155415052538,0.10976531494698487,99.99984132037243
optcarrot,5283.259365955989,0.4572819929435215,2228.0700686077275,1.1457099311727887,2155.853665371736,0.7043564884774725,3122.026470924417,0.6488106340212846,2.3712267582578237,1.23359558505142,2.450657691112347,0.8397766869416623,1.6922532256402174,0.7937644864123742,96.12952232767728
rubykon,10661.033940439424,0.48164994420963353,6623.624592026074,0.3898684765917659,6962.235953782995,0.5021200198052275,5799.79566882054,0.466260034355333,1.6095468262609312,0.6196645042255747,1.5312658190859867,0.6957809878448428,1.8381740580539236,0.6703619085197036,99.90806012821095
30k_ifelse,2393.9949880425747,0.5703463052584982,2206.721358316449,0.7987727418351297,4388.503554520698,3.5621703305475507,307.13758482955967,0.8228012236343414,1.0848651004443082,0.9814951864481204,0.5455151074394062,3.6075410422828553,7.794536085093845,1.0011477221350449,99.9967180326026
30k_methods,6115.949123063021,2.3206452522296526,5792.771058088099,0.03681390820137202,6882.068296549497,1.4244872943841502,746.0976509998242,0.07435877923155895,1.0557898908370784,2.320937235371324,0.8886789348093814,2.7229686811562677,8.19725020560943,2.3218362592450044,99.99849278173326
cfunc_itself,92.15742342658048,0.2799006631538734,59.39853009511167,0.0916535052731802,64.62772284803076,0.1273857435396358,41.18464213949958,0.2566574142212717,1.5515101683326804,0.29452461062335517,1.4259735507513487,0.3075248102041914,2.237664785684605,0.3797596733576744,99.99976312567217
fib,207.24050482302204,0.038810337421696664,61.43542251722308,0.020679516786803732,62.14350785855836,0.02695575754319883,52.0895468679016,0.05392663418263398,3.3733064139816618,0.04397595599099178,3.3348697549342,0.04725309678226041,3.9785430529580377,0.06644038053061989,99.99995185730837
getivar,90.71880037767077,0.1897511486471629,90.54326294222018,0.257882001324626,90.62806840694354,0.10780627403813237,35.56834164927332,0.2920206886113307,1.0019387133812774,0.32016968160666326,1.0010011464695443,0.21823769412020141,2.550549060516129,0.34825505163594317,98.93437199223109
keyword_args,259.9343508654446,0.06402686404479328,189.77241286214579,0.05384302217351231,188.16864381854734,0.04213929560307319,45.457381785295354,0.1453570568692778,1.3697162139908385,0.08365709985522915,1.3813903612766725,0.07664958938789969,5.718198907565079,0.15883360255660295,99.99991256244009
respond_to,227.108954757452,0.12137846830011301,192.5028452128172,0.40513760954838246,198.6340651512146,0.23174945422113705,155.12120214104652,0.31893725302739007,1.1797693405849499,0.4229293265280373,1.1433535057773714,0.26161143342498705,1.4640742311354022,0.34125313762006493,99.99982418435215
setivar,61.87794842373799,0.13043050409874782,68.15140726858704,0.10336652780437107,62.17954773064546,0.07907790542873926,42.020361721828706,0.03396001213412864,0.9079482127181155,0.16642342223913462,0.9951495416432753,0.15253010039480763,1.472570579790932,0.1347790741309779,98.30424712923265
