bench,No JIT (ms),No JIT RSD,YJIT (ms),YJIT RSD,YJIT spd,YJIT spd RSD,% in YJIT
activerecord,397.94728649547324,0.23495233666984708,332.79851394938305,0.27916014447250104,1.1957604070191221,0.3648739327062551,90.65228313049866
hexapdf,8063.573649339378,0.47419551188268166,6691.912850923836,1.281888578591385,1.204972902213779,1.366784442190033,93.18005732010835
liquid-render,546.2389196444593,0.5397368053546507,405.27718136232204,1.3207013499175848,1.3478156303009718,1.4267332878742875,86.96512809083615
mail,461.6065277651484,0.1523729799650251,430.5272636502715,0.13013258148230514,1.072188840844522,0.20037967408564855,97.21190574162259
psych-load,7349.91028883184,0.09776036741490024,5322.339317481965,0.026609337435881873,1.3809548490623356,0.10131705816827151,99.98757888286602
railsbench,7346.082769085963,2.6271878094334298,6159.867737287034,1.2238165951070725,1.1925715100372218,2.898248237210728,90.6871694101749
ruby-lsp,238.61939026689043,12.361171287627178,207.73026421286013,11.15864471177499,1.1486982465991493,16.652744740903298,65.60341140908282
binarytrees,991.5349978750207,0.9868435650019852,536.0570224483722,0.16140643787047507,1.8496819486596983,0.9999561290236002,99.99995263267186
chunky_png,2231.6311611939454,0.1996042968787491,1526.4951405260945,0.11748401534239747,1.4619313890673975,0.2316125410970496,99.99566094943488
erubi,795.2810996349025,0.8927590783296454,731.9751894991736,1.5348460466884484,1.0864864151735028,1.775604448906106,99.99969775958857
erubi_rails,62.313144520859744,2.2502764830176987,50.81909554325216,2.3404576782622057,1.2261757879540574,3.2467655279922845,87.69121111531439
etanni,1155.865493441178,0.6700576137079112,1166.5544066179011,0.46898707028507525,0.9908371927480754,0.8178790117019256,7.027950473978738
fannkuchredux,5649.269506046992,1.1161239090751311,2325.914118682877,0.21607900365726485,2.428838391181043,1.1368477102192132,99.99999556309966
lee,3131.2853725500067,0.3229023156059757,2293.425606796518,1.580936734248597,1.3653311288016097,1.6135758002400504,99.96782796008871
nbody,284.632499587702,1.4679754018796558,186.1538989268404,0.08583977993884519,1.5290171263056074,1.470482998318473,99.99989576380554
optcarrot,16572.550374176353,0.3638871127896952,10490.97435567528,0.359308951150405,1.5796960141467828,0.5113870874701711,96.81313314479245
rubykon,32511.890406627208,0.37014640177410807,20919.403711364914,0.389302961706258,1.5541499583453438,0.5371826083740832,99.69118347390173
30k_ifelse,6870.846025664359,0.3069655454421365,1913.2448910269886,0.05756400579950098,3.5912005085643988,0.3123162833607517,99.99997899061742
30k_methods,16731.70689761173,0.30414651264219683,3961.390570481308,0.09621556700498429,4.2236953413000204,0.3190024082769605,99.99998351650032
cfunc_itself,274.16778035101765,0.044981982968598774,103.1381775423683,0.008353575942213387,2.6582569799470406,0.045751076739347196,99.99981721957633
fib,547.6713248680886,0.6747377378271417,178.61498137332362,0.005819800044903651,3.066211583469583,0.6747628360547514,99.99996289127368
getivar,228.90767334752022,0.9195161327050898,107.46876331637337,0.008108293894468006,2.1299926256120325,0.9195518814807587,99.99994791364476
keyword_args,706.9356146343928,0.2612737111692915,144.46461570081993,0.009474199341206423,4.893486278317636,0.2614454294902308,99.99993358712946
respond_to,691.6382828371718,0.7182446538513358,99.76084872853305,0.841054873481864,6.9329630977703705,1.1060057337073887,99.99987895657472
setivar,179.20927449751088,0.21049947194160018,50.037352381598936,0.013125464301251607,3.5815099314370293,0.21090828694201647,99.99990962628026
setivar_object,307.7893998877598,11.160568331460926,147.77793087505248,26.169696388432264,2.082783255017953,28.450154560984952,99.9999088267337
str_concat,165.19935513101518,0.5798444898056996,106.65611006785184,0.8965183209722275,1.5488972457922912,1.0676913094133968,99.81413934679735
