bench,No JIT (ms),No JIT RSD,MJIT3.0 (ms),MJIT3.0 RSD,YJIT (ms),YJIT RSD,MJIT3.0 spd,MJIT3.0 spd RSD,YJIT spd,YJIT spd RSD,% in YJIT
activerecord,150.71914291077454,1.495466453120204,154.90104031535643,0.9884205897568634,113.73112275172586,1.8666343399473884,0.9730027803811508,1.7925945371620515,1.325223380057482,2.391807615900314,79.08853607744443
jekyll,8374.895835015923,2.7139596276695905,8304.678237019107,1.3117079350273575,7644.226183288265,2.1827199869111418,1.0084551858594368,3.0143248941403438,1.0955845149277557,3.4827924718366203,66.84840860305118
liquid-render,184.3585017974479,1.6758195279550236,165.25900022227418,2.5590965800222842,149.87383192525274,1.592233802267438,1.115573140037667,3.0589779986389494,1.230091333685215,2.3116183879175263,66.65958722220924
psych-load,2143.799938808661,0.42988072380891246,1947.3771731951274,3.2748100016289206,1804.0368860820308,0.5361230882978927,1.1008652911809869,3.3029044768917077,1.1883348701724832,0.6871865849305736,63.861849533300905
railsbench,3127.0767646841705,0.9892305667783448,3076.864884304814,0.9835311020747117,2713.8507200055756,1.4778062625754604,1.0163191697612362,1.3949589753813199,1.152265576596544,1.7783386808917632,74.43916090277015
binarytrees,369.1839466880386,0.46334678359625153,254.42973324232668,0.17974030062136012,298.74186311325616,0.10625451105809913,1.451025169045068,0.4969877438493312,1.2357958233261641,0.47537381394980854,82.94822691141705
fannkuchredux,5665.504340908956,0.0684744051430972,3966.102559887804,0.9427765185082723,5479.090174625162,0.049635934014245105,1.4284815521939567,0.9452599155842163,1.034022832321161,0.08457227740322186,5.0514445712873505e-06
lee,1115.196808730252,0.9557413988508705,872.2017313926839,1.2595907591564774,807.0967074638853,1.7224454654036816,1.2785996273471816,1.5811421511141275,1.3817387661442704,1.969837557456737,99.80322434993154
nbody,115.41268391827144,0.025989725977930873,69.84960794450558,0.4120964030167627,114.11516693861122,0.03077887267733372,1.652302529886281,0.4129151380559473,1.0113702412612533,0.040284052175711606,7.401761317132349
optcarrot,5417.148767306935,0.35696882780763967,2697.3946764715947,0.32974324221303025,3129.7954829991795,0.12808031598935213,2.008289263176345,0.4859602348047847,1.7308315500908897,0.3792509873029899,96.15915517495597
30k_ifelse,2358.978320809547,0.60306981772896,2285.5302475043572,1.0391240336749645,330.6508347090772,0.18931956039410366,1.03213611956586,1.2014457800569154,7.134348603369145,0.6320878902521846,99.98460579303213
30k_methods,6058.213734405581,0.01352617456776718,5892.701216205023,0.08611092300677847,715.780956709447,0.02413377196100773,1.028087715994389,0.08716678529988955,8.463781660602013,0.027665797431189916,99.99645530641169
cfunc_itself,89.81191144901997,0.2180240643310979,57.8758982309043,0.14485450723158336,42.17696406402834,0.38027175862304313,1.551801599531161,0.26175813433923223,2.1294067375896852,0.43833902750463904,99.99972454293138
fib,203.60797625741387,0.03537674334047851,62.875723104096124,0.041512491257328435,58.33174770959449,0.03884927758182116,3.238260590980775,0.05454173539380518,3.4905173297923344,0.052543128361446874,99.9999250328971
getivar,90.6360908549376,0.05821837173767614,97.29242904173515,0.12463882648092087,36.273897114425026,0.04260383067060241,0.9315842121287546,0.13756531493922206,2.4986587619474276,0.0721419794266529,86.56708272968297
respond_to,224.5892565100803,0.3073092169094959,201.06341548574468,0.34097087543099186,158.48642495524487,0.5254225296656376,1.117007069473579,0.4590207976657535,1.4170882873627964,0.608693510297067,99.99978141310861
setivar,72.78963299116717,0.04845274060929827,74.03732894721773,0.39840102453985105,41.76597638215596,0.3121363233792577,0.9831477448769111,0.40133657250113014,1.7427973507705594,0.3158745834113161,88.60742972159115
