bench,No JIT (ms),No JIT RSD,YJIT (ms),YJIT RSD,YJIT spd,YJIT spd RSD,% in YJIT
activerecord,150.48518480687608,0.39511188186153917,95.41596079744944,0.7428371187608541,1.577148975382939,0.8413800474203641,90.53451843320305
hexapdf,3229.2353252569833,0.8666440691990889,2338.3109509944916,2.955520265336266,1.3810119325163228,3.0799629837858946,88.46566825231781
liquid-render,191.76806711544424,1.0492958675907007,113.4644022979642,2.021543513613852,1.690116576050434,2.277643518019701,87.35729348279438
mail,165.44974434375763,0.45974180297120787,157.66952407360077,0.13332323823317901,1.0493451116559787,0.47868320552553123,98.58756734722898
psych-load,2519.9818320572376,0.029935724942584025,1873.2131235301495,0.04069652395613283,1.3452723560404196,0.05052083421668867,99.9875328479822
railsbench,2842.01759348313,0.7950051551088884,2077.057587603728,1.1693126799040565,1.3682902248088007,1.4139750139355767,89.00414358507975
ruby-lsp,85.18624716997147,12.29117312024137,80.8861235678196,24.785148791390906,1.0531626861626815,27.665439401591474,63.98720895571801
binarytrees,469.40977117383335,1.886853985570946,240.01854164413658,3.8172322989360055,1.9557229535616611,4.258107606308843,99.99995228008024
chunky_png,967.3438814934343,0.03846556900415888,629.0009457152337,0.06711149332083718,1.5379052894641878,0.07735342613334255,99.99565813228556
erubi,338.7752769186216,0.5853801828035257,294.03392132371664,0.8475389399555757,1.1521639251467417,1.0300447626972868,99.9996893927116
erubi_rails,26.46223102875103,2.7570234831243763,19.463399870985505,3.418430827703957,1.359589342260744,4.391679383823007,86.87628334183424
etanni,469.1542349755764,0.8794912711373981,471.5383326013883,0.49730878452997895,0.994944000389832,1.0103568296288006,7.027433720973408
fannkuchredux,5324.7314885258675,0.06255135468254033,2267.4888839324317,0.05770449183548479,2.3482944177840293,0.08510276347224274,99.99999818270553
lee,1244.7489559650421,1.1157635172679232,933.0443503335118,1.798128979573048,1.334072657446683,2.1161748636741953,99.96833855263066
nbody,122.86411604357635,0.4364229784555979,80.85124502297838,0.07691272367246807,1.519631713879702,0.4431484888688809,99.99989313718262
optcarrot,6086.880239099264,0.43362339095889874,3122.45009491841,0.3953328174116628,1.9493923214354256,0.5867855500174974,96.70403072684215
rubykon,12795.253041138252,0.5572941036395217,6946.417670696974,1.4910398158740068,1.8419930455829374,1.5917840464312267,99.89353822524252
30k_ifelse,2307.2675892710686,0.014391066714076771,400.170733705163,0.11402313073183758,5.765707971465531,0.1149277039841079,99.99997907804182
30k_methods,6460.713107511401,0.0076093201710617595,963.0506433546543,0.04731819327428567,6.708591237742593,0.04792612198173749,99.99998351515971
cfunc_itself,102.06191930523578,0.20395105299469068,40.57735914087042,0.2434497646756971,2.515243018918812,0.31759064837978995,99.99981802168459
fib,248.37327879091043,0.051997579975136606,60.3735130223983,0.04362190025309153,4.113944449427104,0.06787207455913952,99.9999629545266
getivar,113.49714008715232,0.20188945436725536,46.86203775621356,0.04831428320577043,2.4219420563311598,0.2075900328686218,99.99994794835533
keyword_args,286.87562944049046,0.09777433343277112,55.541486928114004,0.19078106034105075,5.165069307773243,0.2143763822417907,99.99993367132387
respond_to,266.1419039922403,0.4607440326115164,28.47519167665894,0.4052104948987766,9.346448200044824,0.6135801567547907,99.99987905666173
setivar,85.82901765750546,0.5111852830569747,47.04354265001866,0.15924651680269958,1.8244590611730092,0.5354155831948039,99.99987853956164
str_concat,87.26961635762737,0.8365501867308222,42.70050007027465,1.7087297669645274,2.0437609914170274,1.9025177085719915,99.86026168710191
