bench,No JIT (ms),No JIT RSD,MJIT3.0 (ms),MJIT3.0 RSD,MJIT (ms),MJIT RSD,YJIT (ms),YJIT RSD,MJIT3.0 spd,MJIT3.0 spd RSD,MJIT spd,MJIT spd RSD,YJIT spd,YJIT spd RSD,% in YJIT
activerecord,144.86851679782072,0.46547852878200247,162.96502829839787,0.6680837928589972,165.46071196595827,0.6865491535722165,111.3560055072109,1.1077352525118935,0.888954632232865,0.8142519358515035,0.8755463159594395,0.8294697107355907,1.3009492944539907,1.2015605063477435,80.68046821522486
hexapdf,2874.550863044957,0.9093603819595393,2545.8137532075248,1.3653133734218017,,,2174.5835250243545,1.5028618006182548,1.1291284994525814,1.6404319284633602,,,1.3218856990157521,1.7565676463020552,74.77175847285308
jekyll,8540.412611017624,1.3938299501644642,8087.023957818747,2.8309854644151873,8301.297965707878,3.955911887671085,7494.477196410298,3.19415701061225,1.056063720790703,3.155509567360801,1.0288044889242036,4.194281916251324,1.1395608242171058,3.485025242149454,82.12991483183943
liquid-render,176.99755684783062,1.6500184702137346,167.34612000485262,1.8946956205308187,168.80613608906665,1.2754545352189204,115.32299562046926,2.20528584126345,1.0576735023357466,2.512455461596312,1.0485256101972618,2.085508384892515,1.5347984666504313,2.754241564155823,84.86590352522451
mail,162.75158704568943,1.4059631261581762,152.54132865617672,0.944634148640796,163.82977118094763,1.9042575650638671,152.11930988977352,1.3553793510219787,1.0669343743066924,1.6938317469261204,0.9934188754126541,2.3670507358777586,1.0698943294156418,1.9528915733581402,88.54460431655642
psych-load,2238.312194061776,0.34589902120506627,1948.3688198029995,0.7958074602037328,1913.212846654157,0.722899125792216,1640.2152159561713,0.6960911150964307,1.148813392675876,0.8677301692268966,1.1699232513393143,0.8013920881452306,1.3646454271898345,0.7772959368135249,82.02589862193472
railsbench,3051.3111357887587,0.9502547517949544,2974.394726008177,1.184183065011148,3247.189249905447,0.8466186850656716,2547.6539778212705,1.6221845109008655,1.025859516596107,1.518312755912986,0.9396776414795066,1.2726929288760966,1.1976944916193883,1.8800177341492208,79.89736391460517
binarytrees,373.5311698789398,2.138612906509494,234.96193320800862,0.3127913511400723,236.0588245714704,0.28092351212940964,280.9552203242977,2.831046776244544,1.5897518580095173,2.161366140485461,1.5823647794444031,2.156984743468555,1.329504287009811,3.5480263546334614,84.26574669643657
erubi,428.61981863776845,2.383684995083133,430.90538407365483,2.6917498269887337,410.494718203942,1.3079159818750508,437.7899669110775,1.950730421949067,0.9946958995631957,3.5954792847238535,1.0441542841601716,2.7189333150021633,0.979053544013329,3.0801466417854297,5.623760278442574
erubi_rails,38.35665471851826,4.192338809288062,47.59382251650095,3.486667034317647,40.69624412804842,1.4373391182551711,32.85003565251827,4.701483335023529,0.8059166650297918,5.452756339692822,0.9425109255249998,4.431889939148918,1.1676290133821468,6.299178537029,80.90751418633666
fannkuchredux,5542.28171898673,0.056921671515676876,3992.514448054135,0.49723325973098004,5478.316140919924,0.08065409871151015,5936.930050266285,0.0785355248479711,1.3881682310975527,0.5004807601405221,1.011676138510704,0.09871757861244697,0.9335265317364057,0.09699435731672698,0.020379363993483727
lee,1030.8953534811735,1.052496774744294,927.4325650806228,0.8996498775657937,832.4980858713388,1.19933627705448,896.5767263124386,1.1884283543799434,1.1115582871424798,1.3846007955549098,1.2383155841159454,1.595668188034731,1.149812752469249,1.5874858784699037,63.67720511625835
