bench,No JIT (ms),No JIT RSD,MJIT (ms),MJIT RSD,YJIT (ms),YJIT RSD,MJIT spd,MJIT spd RSD,YJIT spd,YJIT spd RSD,% in YJIT
activerecord,155.2058398929975,0.7068735616732075,178.865367353534,3.082467837626146,111.39484678543258,0.5150241899694101,0.8677243794559034,3.1624797552225017,1.393294612559171,0.8745971349405468,81.84041820209256
hexapdf,3211.117885634303,0.5480334810959068,,,2368.7767076306045,2.524280371214801,,,1.3556017649490735,2.5830857687855495,81.04589865425449
liquid-render,194.09262863677236,1.117590814074683,184.39043017237313,1.4967029131867262,126.12043006660102,1.9581116590328929,1.0526176898406785,1.8679209935234804,1.5389467712271274,2.254597635265472,84.98751127650019
mail,181.57019948999047,0.797131091004034,178.69534052633605,1.4540536447578192,162.25955740273855,0.35527598495167456,1.016088046589165,1.6582189174167503,1.119010814502111,0.8727193144010645,99.02951973737285
psych-load,2636.887172423303,0.09173302514588287,2205.1814291005335,0.05924005593531814,2029.1258889560897,0.042297199343507286,1.1957688095980643,0.1091985903280569,1.299518766565974,0.10101485521803004,82.02557086708867
railsbench,2789.971243838469,1.1469221331209472,3169.4761165728173,0.9980699282987737,2148.5697051510215,1.4631602136604034,0.8802625863782465,1.5203861224100355,1.298524891768575,1.8591041364811873,81.80511582962
binarytrees,452.2218955194216,0.07124645767517486,314.28887998796444,0.3181291860540249,346.82579076529214,0.16532178045909118,1.438873356056184,0.3260095654281587,1.3038877371880753,0.1800204122465684,84.26576381748683
chunky_png,987.6322001218796,0.07695720282045783,836.9292278308421,0.2596897841863029,663.3529234056672,0.11906737088617729,1.1800665662993157,0.2708527184221669,1.488848794170313,0.1417725286354715,99.93888352915094
discourse,554.5766149280649,7.933925638037252,604.1196257045323,14.090022263215193,615.8745560625738,15.708747218348153,0.9179913900021215,16.17021655414066,0.900470086755328,17.59863390152388,70.85552644984271
erubi,457.5756096358721,0.63803064223465,428.4553734663253,0.5786566784847021,413.58186103752814,0.7081190927413046,1.0679656224963545,0.8613516424697338,1.106372529220647,0.9531609255184186,99.99943238507258
erubi_rails,27.640926877114698,2.4565542087325625,29.23597604706046,4.2125201883485035,19.974628887667233,3.4691980406210545,0.9454422466560292,4.876472589657957,1.3838017733676544,4.2508815115797605,83.82285999337181
fannkuchredux,6820.01072531566,0.03383645099732978,3741.82824154074,0.12128305515200352,6854.838402600338,0.328744587613127,1.8226413092941551,0.12591459360653406,0.9949192562626326,0.3304813297313778,0.013001482751050132
lee,1257.3058285218265,0.9868983108012553,1049.8488990678675,1.9851932120756266,917.9655876055006,1.7336941731450777,1.1976064647380726,2.2169709887893245,1.3696655359396313,1.9949094620707892,99.94285650628888
nbody,124.34726799686948,0.1061385259045571,70.42321730371471,0.037377057131252785,86.12196574774352,0.5011809007616663,1.765714103355945,0.11252746811772348,1.443850786698137,0.5122964785839031,99.99983377243228
optcarrot,6167.913550852488,0.43828223351597995,2581.875801148514,0.5881550531135636,3545.4484653348723,0.5754196965771522,2.3889272861648774,0.7334968866455909,1.7396709079707129,0.7233250606917321,96.12826837230394
rubykon,11970.270628326884,0.555410786376948,7751.6404879279435,0.4097073264572847,6494.0195853511495,0.3132313798005803,1.5442241738337639,0.6901747858163436,1.8432760281981222,0.6376480525459441,99.7521871133368
30k_ifelse,2300.755397150559,0.010444620194374797,3669.592342988056,3.893696643212908,354.6544974503507,0.15646957954156734,0.626978471204546,3.8937106517380657,6.487314876001678,0.15681779048602748,99.99633131568734
30k_methods,6485.797013177283,0.004550117565041351,10225.05817566575,14.63905751842262,884.9765409884805,0.06293033293777762,0.634304167443526,14.63905822555726,7.328778462232376,0.06309461445729926,99.9983146950353
cfunc_itself,105.56143876565494,0.31354222046037655,68.58725855822308,0.28173561789200685,44.421365243336396,0.8673898307399044,1.5390823453899214,0.4215254231955817,2.3763663765712404,0.9223198157267484,99.99976062848444
fib,236.37672800734734,0.0444949417475003,86.09553188108985,0.03461149926022417,62.49009251430537,0.6226916858838308,2.7455167863277405,0.05637158612416315,3.7826272693265013,0.6242793729653102,99.99995115212784
getivar,103.53853760649481,0.0999003331077898,25.904666572230486,63.7462298117998,42.55320837018481,0.6937524053757909,3.99690678580233,63.74630809149146,2.4331546685217695,0.7009083224785841,99.21192881794788
keyword_args,282.35898301172904,0.08329422404493769,224.41585542308906,1.9367577223126236,53.21639491905454,0.7168549634676673,1.2581953377554378,1.9385480140292708,5.3058645449624064,0.721677882720178,99.99991143455048
respond_to,276.5451189677376,0.10806071470978738,221.95379067759174,0.47653112595895675,193.10353636109363,0.3636260416875537,1.2459580803891057,0.48862974947428356,1.4321079985330385,0.37934287426673585,99.99981785581149
setivar,73.78166268138509,0.1845675931850657,10.542714784755127,93.61688998094778,49.59424685833878,0.6776790431305149,6.998355185333679,93.61707192014357,1.4877060819601786,0.7023632122715555,99.56220974909576
