bench,No JIT (ms),No JIT RSD,MJIT (ms),MJIT RSD,YJIT (ms),YJIT RSD,MJIT spd,MJIT spd RSD,YJIT spd,YJIT spd RSD,% in YJIT
activerecord,156.6996444212763,0.3394198766933466,156.9439671443481,0.38272355767140614,104.03940779598136,0.5359112324434115,0.9984432487115157,0.5115497769437347,1.5061566356525244,0.6343553434420987,85.54498743073846
hexapdf,3185.4041516780853,0.9214032827989587,,,2363.1126725425324,2.3300229633889677,,,1.3479696455822519,2.5055919499137533,83.62730831110981
liquid-render,196.98435139770692,0.9488181253057115,171.51952722372536,1.5793349682418034,128.2800152682914,1.7384190931253125,1.148466035244873,1.842431756353538,1.53558097873409,1.980494074278254,85.69779086364866
mail,182.8681952279547,0.12018226469666536,182.35828915367955,1.705639284102435,162.27472735487896,0.15236566391277337,1.0027961771117815,1.7098681657429287,1.1269049605490313,0.1940594555470038,99.34116521172437
psych-load,2449.7328747063875,0.04841211976843117,2105.963005994757,0.0378240831085336,1885.838993638754,0.03533833790000739,1.16323642330519,0.061436101792628255,1.2990148591527382,0.05993772990369274,88.44695011768901
railsbench,2790.636649976174,0.771762533932535,2797.053995231787,0.6526445584336651,2103.242599964142,1.2204687671991914,0.9977056770206963,1.0107236657143441,1.3268258497729892,1.4440088020821344,86.12171474737252
binarytrees,467.84259161601466,0.04799805599661883,299.9330981154785,0.30047735061330405,358.06676889346403,0.05448878124313603,1.5598231557488484,0.3042867917130893,1.3065791976781078,0.07261432820605647,84.2657639477984
chunky_png,977.8208469972014,0.03575654854803152,800.556643679738,0.47258715199983414,669.8615572104851,0.05130976996687423,1.2214261847889651,0.4739379147097034,1.4597357266912823,0.0625397734095774,99.95455984890425
erubi,462.007357776165,0.46864090528790386,416.88155248761177,0.5756384079142892,398.7166518345475,0.6718014910709488,1.10824610736378,0.7422828805618271,1.1587360488969012,0.8191102132889175,99.99950677343239
erubi_rails,28.15543733552784,2.2867148386289777,28.13361783289822,2.1259824484815923,20.697722316692314,3.13305216906066,1.0007755668950655,3.1223174285228814,1.3603157344912788,3.8787988665644493,86.30343885783374
fannkuchredux,8483.985477685928,0.24403586296232815,5151.610545317332,0.2537391987212953,8377.013733237982,0.17341900260860613,1.6468608026663876,0.35204699030029096,1.0127696751914717,0.2993787782684871,0.018918396339095065
lee,1282.5268698590141,0.3979635983105812,1026.8287126507078,0.866794494464169,916.2347088789656,1.2094024553884917,1.2490173424818187,0.9537859934040235,1.3997798352653714,1.2731964988484765,99.96688554311228
nbody,119.91093495357646,0.07355399283796286,73.06964248146889,0.3292152713892015,87.58597438951044,0.0838630610970424,1.6410499748098115,0.3373320097148693,1.3690654901013164,0.11154910523609482,99.99983340896156
optcarrot,6118.058213219047,0.4347891128538158,2574.8776089400053,0.6123848704512921,3443.1681050608554,0.6207041354777549,2.3760578724119066,0.7510371510210756,1.776868868013319,0.7578358637959774,96.12826885989196
rubykon,13330.987908318639,2.008582765716854,8893.730915834507,4.0347907766040665,7593.500338867307,4.104273907017858,1.4989196361432506,4.507098993554946,1.7555787599144521,4.569405763396636,99.8029089809209
30k_ifelse,2345.6271815313294,0.00902611359709673,3622.8101028994256,5.054167545071054,357.3836456052959,0.08269647815464995,0.6474607045105857,5.054175604821842,6.5633310599833745,0.08318760860759367,99.99633131569891
30k_methods,6183.473001657562,0.003901226019212493,10231.645123609766,16.962584139258418,879.3304728513414,0.018719269153167156,0.6043478763145381,16.96258458788005,7.032024014369548,0.01912146966322662,99.9983146950422
cfunc_itself,109.72944781737957,0.1566476594857674,70.11114043259137,0.428324085840472,45.11161365856727,0.6258655260325847,1.5650786328726085,0.45607018290329493,2.432399085696207,0.6451714081532233,99.99976070121035
fib,242.6624825726899,0.11811108920655129,86.21934886489596,0.19218722814327618,63.403009510939086,0.19686906386128167,2.814478255373249,0.2255796091293573,3.8273022754672663,0.22958148378990698,99.99995113210011
getivar,112.40509748800632,0.49138826794386387,26.150582873336923,68.9015026046686,42.53087194482668,0.06320934156703956,4.29837828213819,68.90325481144578,2.6429060197454737,0.49543703003934747,99.20889869426495
keyword_args,287.9617926948741,0.08249699476902082,225.4525894393023,0.32104410452170207,52.828180482635766,0.31472812540466555,1.2772609683083764,0.3314740882694474,5.450912563409694,0.32536064154512406,99.99991142213456
respond_to,273.7817675850102,0.29852315567242493,223.31443670963014,0.39802874505576796,184.874296275394,0.17666498529231964,1.2259922449214575,0.4975368894497094,1.480907692961152,0.34688123544083266,99.99981740209317
setivar,76.93735925055555,0.31046058460957804,10.793917227293486,101.47790868507536,53.752175420927614,0.18218484224025128,7.127844102418336,101.47838359409893,1.431334799904696,0.35996818100802497,99.54808787447128
str_concat,134.1012073300627,0.6159576878598265,101.59691776700166,0.5398861675885326,107.83681544304198,0.6671673907735659,1.3199338156852858,0.8190732245575217,1.2435568203596779,0.9080287443386533,99.68301550279874
