bench,No JIT (ms),No JIT RSD,MJIT3.0 (ms),MJIT3.0 RSD,YJIT (ms),YJIT RSD,MJIT3.0 spd,MJIT3.0 spd RSD,YJIT spd,YJIT spd RSD,% in YJIT
activerecord,151.45188084580155,1.4541937909993867,156.66618580847063,0.9053510011390496,110.98009457046504,1.9867613472944847,0.9667171002104836,1.7129915402723528,1.3646760838687122,2.4620926531884546,79.08942811416695
jekyll,8468.69339767145,2.187584845844179,8288.735076203011,1.3912693616402292,7644.725538988132,1.8922758732673495,1.0217111923368258,2.592519603475721,1.107782529860762,2.8924445436890935,66.84844209592978
liquid-render,183.62930096389556,1.6867054425025323,163.48280830737036,2.5699735523809206,151.01404458367668,1.7008780900212708,1.1232330962815795,3.0740428282158128,1.2159749874267278,2.3954042512448854,66.65953517079551
psych-load,2105.3526605130173,0.519589077051358,1863.7065145070665,1.3979397026960259,1818.0163333192468,0.6458324714545519,1.1296589050502215,1.4913779606005095,1.158049365084177,0.8288982990549424,63.86185190007379
railsbench,3185.15050932765,1.0495236572083735,3114.848379686009,0.9589683018569539,2753.823969210498,0.8556240891795479,1.0225700005496665,1.421661039420596,1.1566282176855371,1.3541020969721487,74.4392222285294
binarytrees,366.14502974682387,0.40757050554957275,263.1770198014706,0.617351444609039,303.9554804542734,0.10773608784814453,1.3912500036022444,0.7397543667696742,1.2046008487808995,0.42156942680744464,82.94822650975419
fannkuchredux,5637.520895001944,0.15914919217193396,3964.9680749047548,0.07478776381510302,5490.139813791029,0.07622304915634429,1.4218326070979441,0.17584559984669162,1.026844686330337,0.17646081318998175,5.0514445712873505e-06
lee,1119.8851045919582,1.1690008160668337,869.5076534775301,1.2405444350442985,798.937836632831,1.6106342443209,1.2879531308471668,1.7045566588659646,1.4017174468939633,1.9901521491946488,99.80338453418156
nbody,115.4019523535503,0.23460295203147866,69.81800799471269,0.4219818687224326,114.8774521121981,0.1719439809766295,1.6528966618796928,0.4828118087126294,1.0045657370677052,0.2908664258658531,7.401761317132349
optcarrot,5511.213055276312,0.37441465197811175,2678.62326358445,0.33856299270547635,3144.641320791561,0.294950930792659,2.0574797248275143,0.5047883037923709,1.7525728670031733,0.4766365315325153,96.15915517495597
30k_ifelse,2374.3988354690373,0.7569455603495719,2381.198558001779,1.1953701232444107,325.04790867096744,0.1438582904530824,0.9971444117879662,1.4148767836381673,7.304765765690691,0.770494509432099,99.98460579303213
30k_methods,6230.886982218362,0.22087679241633817,6330.32727248501,0.24064487300302376,727.2606590090113,0.015498315072098074,0.98429144560995,0.32664432083042794,8.567611770322856,0.22141986179700354,99.99645530641169
cfunc_itself,89.95540147185973,0.19487943742814703,57.28561534565603,0.22575035945301888,41.550021180320705,0.30871321126263335,1.5702965033905505,0.2982301459032576,2.164990508223019,0.3650778573679844,99.99972473579335
fib,223.18689864187036,0.1669859738526156,62.43181588277886,0.056607584386150676,58.2951876299294,0.03369887755988039,3.5748903901966123,0.17631997638821753,3.828564718904579,0.1703523695529423,99.9999250328971
getivar,90.45848311342404,0.07866802366588946,91.59885903566398,0.04171192166675228,36.2625738662194,0.038236518575110456,0.9875503261258316,0.0890423627080404,2.494541161009289,0.08746821880112635,86.56708272968297
respond_to,226.47719329688698,0.3675794630208809,199.49747384449077,0.14098655682554645,158.86981266145273,0.8464951700412009,1.1352384014317245,0.3936900695220064,1.4255520888635007,0.9228590003558511,99.99978141310861
setivar,70.93065640733317,1.6542328171638674,73.64037443878385,0.2024365821863372,41.870595239963606,0.2411118132264574,0.9632033642943624,1.6665733656785684,1.6940446153398134,1.6717120325759622,88.60742972159115
