bench,No JIT (ms),No JIT RSD,MJIT3.0 (ms),MJIT3.0 RSD,MJIT (ms),MJIT RSD,YJIT (ms),YJIT RSD,MJIT3.0 spd,MJIT3.0 spd RSD,MJIT spd,MJIT spd RSD,YJIT spd,YJIT spd RSD,% in YJIT
activerecord,140.22261353520847,0.6582460876871039,152.13818267452274,0.48504536889171457,171.43672048494372,4.10377671391379,100.6335216706229,0.994096027948297,0.9216792988463266,0.8176533017353249,0.8179263645417401,4.156232817061196,1.3933986529276206,1.192272965699533,81.8406887860436
hexapdf,2811.770766794992,0.8511358554852485,2705.493938534831,1.2310547878403455,,,2085.091910526777,1.1454730520316965,1.0392818578324798,1.4966389461581053,,,1.3485116663680436,1.4270741947857566,80.88926445199483
liquid-render,164.67402694979683,1.3458093322727402,178.62396582528308,1.8316337543535275,157.80633400190402,1.5130585856609422,110.23326207670557,2.312626990583312,0.9219033190141402,2.2729023227845926,1.0435197547128239,2.0249812449686266,1.4938687638147619,2.675714176889383,84.98750325868048
mail,155.6301782767811,0.15527469271529198,149.18544251604087,0.2632669175502632,155.80783560269063,1.4634225403735424,138.497695435264,0.37243904882436896,1.0431994948840084,0.3056463644054112,0.9988597664217442,1.471637102641538,1.123702295461841,0.40351093577129854,99.02553932160362
psych-load,2172.08130833072,0.37824165936777754,2002.4343118731242,0.3093586515588323,1990.3605728060938,0.1964057260412105,1634.7156410648797,0.10543638349151588,1.0847203803149497,0.4886404897013641,1.0913004095878107,0.42619474668637686,1.3287211878120844,0.39266217521561697,82.0255709197804
railsbench,2786.7725869369074,1.1672851962745256,2935.30968533208,1.0225745634933583,3012.4081131924563,0.9511074232617776,2184.1322938678786,2.297592507932711,0.9493964472854699,1.5518419595259338,0.925097955596585,1.5057091551907744,1.2759174866655232,2.57710808115418,81.8048121124568
binarytrees,390.77373740044146,1.7985321084304804,226.36331605711294,0.1987788731995867,250.44262256158297,1.5808550541361213,288.3225294679184,0.10347542033676665,1.726312126041866,1.8094835687250344,1.560332396313058,2.3945397151108416,1.3553354228737882,1.801506288545577,84.26576685481326
erubi,407.3895717080665,2.4899622628491893,421.9337987791126,1.5403952988177179,381.6927605409917,1.6187014803654014,356.32369672034486,1.0884289440578847,0.9655295993989329,2.9279224284520895,1.0673232867467894,2.9698664200516154,1.1433131600781519,2.7174601444503317,99.99949810144462
erubi_rails,25.270882862116764,2.9216722052876842,28.00139912899179,2.692183160972719,27.560020611278073,4.605837247714892,19.198805701182778,3.5333977865209185,0.9024864345421965,3.972910601482956,0.9169399115679706,5.45434736953822,1.3162736919911588,4.5848738688148805,83.80230789924279
fannkuchredux,5619.438091343424,0.03498060000659638,1961.1700013978407,0.0785086740972016,3301.1531967359283,0.028829000998143197,5665.396472194698,0.40611321266268186,2.8653498102347688,0.08594913778114416,1.702265165064057,0.04532939085596046,0.9918878791489998,0.40761695729695324,0.018009626016423995
