bench,samples,iter #1,iter #5,iter #10,iter #50,iter #100,iter #200,iter #500,RSD #1,RSD #5,RSD #10,RSD #50,RSD #100,RSD #200,RSD #500
activerecord,6,178.91204716094458,178.12851399745946,176.98519916545288,176.52975099432902,178.0467596666616,177.61514166825995,177.065650333437,0.8089204454332353,0.5730224081659444,1.3773392058833607,1.2355487965876384,1.7921373191564232,1.2810616084545214,1.3618841298869275
railsbench,6,3739.0748680045363,3770.726290337431,3785.329592836206,3831.947841329869,3843.3406608358687,3897.4108413312933,3927.3820696641146,1.9260026901978957,3.0029615078775156,2.7277173578889107,2.5118304871952457,2.79233064654777,1.4157744108362378,1.150625820393366
