bench,samples,iter #1,iter #5,iter #10,iter #50,iter #100,iter #200,iter #500,RSD #1,RSD #5,RSD #10,RSD #50,RSD #100,RSD #200,RSD #500
activerecord,6,167.37275800066223,166.03915616481876,166.17867699581743,166.15589916909812,166.08358550001867,165.9593183285324,166.22354349965462,0.7724816155587457,0.8586408157406684,0.7537455030718958,0.7974728638117239,0.7259698323913477,0.6974453365565301,0.7649376778800264
railsbench,6,3777.9892714946377,3739.139317171066,3793.6992304991386,3821.2814796667467,3889.573569998902,3959.218765330055,4035.33629616868,0.4776096625843029,1.1743711941941262,1.099324751392822,0.8548537206300759,0.9052295250217253,1.1321182007872612,2.516036672432491
