bench,samples,iter #1,iter #5,iter #10,iter #50,iter #100,iter #200,iter #500,RSD #1,RSD #5,RSD #10,RSD #50,RSD #100,RSD #200,RSD #500
activerecord,6,1101.7606728346436,808.8375708369616,486.17896033101715,189.9877491693284,153.8777966682877,101.0116269972059,60.43655717076035,2.677168916247741,8.958261236685109,14.5578311054347,4.6419864861137565,14.13774676216835,9.782620993254373,14.61038765193486
railsbench,6,18892.39475050029,5424.799334505224,4506.733814998976,2881.765570004063,2190.5738721664725,2373.2302436692407,2050.7915209964267,3.4124033002902325,3.3140966637332148,7.0738173955707735,2.640770348123223,2.2974322338277826,6.6628669873220305,8.590260952171322
